Property_Title,Address,Market,Flood,Street_Address,City,State,Zip,Property_Type,Highway,Train,Tax_Rate,SQFT_Basement,HTW,Pool,Commercial,Water,Sewage,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,BasementYesNo,Layout,Rent_Restricted,Neighborhood_Rating,Latitude,Longitude,Subdivision,School_Average
"17130 Wolf Trail Suite 911 Lake David, TN 66283","17130 Wolf Trail Suite 911 Lake David, TN 66283",Florida,0,17130 Wolf Trail Suite 911,Lake David,TN,66283,Duplex,0,0,2.12,989,0,0,0,,1,2012,1307,4885,Street,4,1,0,Ranch,1,2,34.205549,-75.37312,Squares,3.04
"818 John Villages Ariasport, WV 29694","818 John Villages Ariasport, WV 29694",Dalas,,818 John Villages,Ariasport,WV,29694,Condo,0,0,2.93,1602,1,1,1,,0,1982,975,5017,Garage,3,1,,Split,1,5,37.941499,-97.582958,Keys,4.99
"666 Anna Burg Donaldton, MH 83643","666 Anna Burg Donaldton, MH 83643",Dalas,0,666 Anna Burg,Donaldton,MH,83643,Duplex,,1,2.46,152,1,0,1,0,0,2021,2427,3629,Garage,3,2,,Ranch,0,3,40.928394,-88.605503,Plain,9.35
"1456 Michael Flat Apt. 903 South Donna, ID 98759","1456 Michael Flat Apt. 903 South Donna, ID 98759",Chicago,,1456 Michael Flat Apt. 903,South Donna,ID,98759,Single Family Home,,,2.34,497,1,,1,,1,1985,644,4271,,4,2,,Split,0,1,38.63343,-102.651176,Cape,3.33
"3163 Thomas Plains Apt. 946 East Lauren, CT 87859","3163 Thomas Plains Apt. 946 East Lauren, CT 87859",Chicago,1,3163 Thomas Plains Apt. 946,East Lauren,CT,87859,Townhouse,,1,3.11,1696,0,,0,1,1,1984,2474,1912,Garage,1,2,0,Ranch,1,2,33.899013,-89.231893,Bridge,3.38
"182 Hull Locks Apt. 155 Waltersview, MT 57486","182 Hull Locks Apt. 155 Waltersview, MT 57486",Dalas,0,182 Hull Locks Apt. 155,Waltersview,MT,57486,Duplex,,0,2.61,1668,1,,,0,0,1983,966,8651,Street,1,1,1,Ranch,,2,38.862292,-101.361159,Port,7.59
"64046 Garza Vista Suite 064 Mortonland, TX 94935","64046 Garza Vista Suite 064 Mortonland, TX 94935",Dalas,1,64046 Garza Vista Suite 064,Mortonland,TX,94935,SFR,0,,2.28,1076,0,,1,0,1,1971,612,4835,Garage,5,3,1,,1,5,35.517242,-78.741009,Ways,6.18
"00663 Jones Wells Mayview, WV 94021","00663 Jones Wells Mayview, WV 94021",Dallas,0,00663 Jones Wells,Mayview,WV,94021,Duplex,,1,2.05,1614,0,0,1,0,1,1987,2130,3276,,6,1,1,Split,0,4,36.60774,-107.750097,Expressway,7.62
"80474 Reed Pine Lake Taylorfurt, FL 81767","80474 Reed Pine Lake Taylorfurt, FL 81767",Chicgo,0,80474 Reed Pine,Lake Taylorfurt,FL,81767,Single Family Home,,,1.7,991,0,,,1,,2003,1382,1716,Garage,1,1,,Split,,4,38.455555,-113.421552,Parkway,6.26
"045 John Inlet North Paul, HI 57973","045 John Inlet North Paul, HI 57973",Tampa,1,045 John Inlet,North Paul,HI,57973,Single Family Home,0,1,1.31,1052,1,,,1,,2009,2284,7726,Street,4,1,,Ranch,1,1,38.479884,-104.927398,Street,4.75
"251 Sarah Knolls East Jason, RI 79581","251 Sarah Knolls East Jason, RI 79581",Dallas,,251 Sarah Knolls,East Jason,RI,79581,Townhouse,0,,1.08,890,0,,0,0,0,2019,3135,9298,Street,3,2,1,Split,,5,37.491336,-112.150586,Key,7.45
"9103 Payne Crossing Nancychester, IL 03748","9103 Payne Crossing Nancychester, IL 03748",Dalas,1,9103 Payne Crossing,Nancychester,IL,3748,Townhouse,,,2.89,76,1,1,1,0,1,2020,2541,2471,Street,2,4,1,Split,1,1,40.137089,-98.41404,Union,5.55
"636 Ryan Mission Suite 858 Rollinsland, SC 79495","636 Ryan Mission Suite 858 Rollinsland, SC 79495",Chicgo,0,636 Ryan Mission Suite 858,Rollinsland,SC,79495,Single Family Home,0,,3.31,559,1,0,1,0,1,1955,3101,4532,Street,4,2,1,Ranch,1,5,36.766478,-112.808208,Run,3.98
"7669 Sean Brook Suite 714 Fordfurt, MT 44774","7669 Sean Brook Suite 714 Fordfurt, MT 44774",Dallas,,7669 Sean Brook Suite 714,Fordfurt,MT,44774,Condo,1,1,2.28,1069,0,,0,0,1,2012,3386,5396,Street,3,2,,Colonial,,1,39.256408,-91.288366,Shore,6.3
"64076 Sarah Street Suite 408 Martinville, WA 28658","64076 Sarah Street Suite 408 Martinville, WA 28658",Atlanta,,64076 Sarah Street Suite 408,Martinville,WA,28658,SFR,0,,2.36,1756,0,0,,0,1,2014,849,6646,Garage,5,4,1,Colonial,1,3,37.014958,-117.887583,Haven,7.59
"0404 Lee Causeway Suite 227 Perezton, ND 33576","0404 Lee Causeway Suite 227 Perezton, ND 33576", ,0,0404 Lee Causeway Suite 227,Perezton,ND,33576,Duplex,1,0,1.91,278,1,1,0,1,1,1987,3186,3379,Garage,2,3,,Ranch,0,4,40.039314,-112.95966,Station,4.01
"89693 Mejia Heights North Christopherhaven, WV 21175","89693 Mejia Heights North Christopherhaven, WV 21175",Tampa,0,89693 Mejia Heights,North Christopherhaven,WV,21175,Townhouse,0,1,1.64,1104,0,0,,0,0,2006,1974,8959,Garage,1,2,1,Split,,1,39.036876,-83.563124,Mills,4.3
"816 Connor Ranch Apt. 002 Caitlinstad, IL 34566","816 Connor Ranch Apt. 002 Caitlinstad, IL 34566",Florida,,816 Connor Ranch Apt. 002,Caitlinstad,IL,34566,SFR,1,0,2.17,1833,0,0,1,0,1,2017,1891,4928,Garage,2,2,0,Split,0,2,35.31892,-92.911065,Viaduct,8.27
"8942 Morse Land Carrollstad, WA 60948","8942 Morse Land Carrollstad, WA 60948",Tampa,1,8942 Morse Land,Carrollstad,WA,60948,Townhouse,0,,3.07,1411,1,,1,1,,1975,1969,1997,Garage,4,2,,,0,2,41.961746,-88.096285,Estates,6.95
"2468 Danielle Hill Catherinestad, NM 25291","2468 Danielle Hill Catherinestad, NM 25291",Dalas,,2468 Danielle Hill,Catherinestad,NM,25291,Condo,,,1.87,357,1,0,,,1,1978,1516,4096,Garage,5,1,0,Colonial,1,5,41.104687,-100.518304,Forge,8.14
"9597 Jeffrey Field North Jonathan, WI 02817","9597 Jeffrey Field North Jonathan, WI 02817",Chicago,0,9597 Jeffrey Field,North Jonathan,WI,2817,Duplex,,0,1.98,295,1,,1,,0,2008,1643,8129,,4,3,0,Split,1,2,36.308765,-88.351059,Pass,6.67
"9186 Kristen Freeway Suite 118 Cookeberg, CO 27825","9186 Kristen Freeway Suite 118 Cookeberg, CO 27825",Florida,1,9186 Kristen Freeway Suite 118,Cookeberg,CO,27825,Single Family Home,1,,2.48,1087,1,0,1,,1,1956,3286,4520,Street,6,3,1,Colonial,0,1,36.129795,-116.174374,Isle,7.46
"6657 Young Overpass South Cassidyport, MT 56509","6657 Young Overpass South Cassidyport, MT 56509",Chicago,0,6657 Young Overpass,South Cassidyport,MT,56509,SFR,,1,1.93,882,1,0,0,,1,1959,1096,9714,Street,5,3,1,Ranch,1,4,35.169785,-80.91633,Underpass,9.58
"11507 Courtney Inlet Jessicaport, MO 28839","11507 Courtney Inlet Jessicaport, MO 28839",Chicgo,,11507 Courtney Inlet,Jessicaport,MO,28839,Single Family Home,0,0,3.02,1261,1,,0,0,1,1970,544,9077,Garage,6,1,0,,1,5,39.16639,-104.06408,Parkway,9.69
"543 Tran Coves Apt. 846 Caseyland, NC 34887","543 Tran Coves Apt. 846 Caseyland, NC 34887",Dalas,,543 Tran Coves Apt. 846,Caseyland,NC,34887,Duplex,0,1,3.31,937,0,,,,,2011,2106,3337,Garage,6,4,,Ranch,0,2,36.495554,-77.53868,Rest,4.79
"47077 Parrish Haven Apt. 202 East Austinfort, OH 82390","47077 Parrish Haven Apt. 202 East Austinfort, OH 82390",Chicgo,0,47077 Parrish Haven Apt. 202,East Austinfort,OH,82390,Single Family Home,,1,2.94,1587,0,,1,0,,2003,1788,2844,,3,2,,Split,0,2,35.347797,-88.247434,Isle,7.24
"544 Susan Gateway Apt. 028 Debraside, KY 92417","544 Susan Gateway Apt. 028 Debraside, KY 92417",Atlanta,0,544 Susan Gateway Apt. 028,Debraside,KY,92417,Townhouse,1,0,2.75,194,0,0,1,0,0,1996,2280,6151,Driveway,2,1,0,Split,1,5,36.537172,-93.421478,Rapid,8.61
"890 Paula Points Apt. 817 Pattyshire, CT 96310","890 Paula Points Apt. 817 Pattyshire, CT 96310", ,,890 Paula Points Apt. 817,Pattyshire,CT,96310,SFR,0,0,1.72,1762,1,0,0,0,1,1952,2372,5073,Garage,2,1,1,Split,0,3,41.465611,-73.070486,Viaduct,9.67
"7637 Ford Drives New Lisa, WV 54054","7637 Ford Drives New Lisa, WV 54054",Atlanta,0,7637 Ford Drives,New Lisa,WV,54054,Single Family Home,0,,2.76,396,1,,,0,1,1981,1420,1467,,2,1,0,Split,1,4,36.373923,-106.593511,Inlet,9.89
"874 Christy Fort Ortizberg, PA 94232","874 Christy Fort Ortizberg, PA 94232",Florida,,874 Christy Fort,Ortizberg,PA,94232,Single Family Home,1,,3.17,894,,1,1,,,1977,606,7870,Street,6,3,0,Colonial,,2,36.761926,-111.527391,Ports,7.08
"094 Peterson Pike Apt. 857 Sarahview, AL 63748","094 Peterson Pike Apt. 857 Sarahview, AL 63748",Atlanta,,094 Peterson Pike Apt. 857,Sarahview,AL,63748,Single Family Home,,0,3.0,867,,0,0,1,1,1994,2014,4481,,2,1,1,Ranch,1,2,39.897687,-98.395056,Locks,9.1
"16499 Lisa Overpass Lake Lisa, LA 24445","16499 Lisa Overpass Lake Lisa, LA 24445",Tampa,1,16499 Lisa Overpass,Lake Lisa,LA,24445,Single Family Home,,,3.26,1052,1,0,0,1,1,2024,857,6088,,6,4,,,0,3,41.432804,-98.024895,Mill,6.03
"81171 Wise Cove Lake Charles, NH 45762","81171 Wise Cove Lake Charles, NH 45762",Dalas,1,81171 Wise Cove,Lake Charles,NH,45762,Duplex,1,1,1.14,1333,,1,1,1,,2002,1791,3023,,3,3,0,Ranch,,5,37.06785,-105.883339,Estate,4.96
"16900 Roman Locks Jenniferfort, AL 50187","16900 Roman Locks Jenniferfort, AL 50187",Dallas,,16900 Roman Locks,Jenniferfort,AL,50187,Single Family Home,1,0,1.98,1007,1,0,0,0,1,1977,3488,6880,Garage,1,4,0,Colonial,,4,36.205621,-77.911248,Plain,4.02
"01317 Mccoy Dale West Tammy, AR 05797","01317 Mccoy Dale West Tammy, AR 05797",Tampa,,01317 Mccoy Dale,West Tammy,AR,5797,Condo,1,,3.47,1766,0,,1,1,0,2018,3026,4585,Driveway,4,1,1,Colonial,,1,40.554961,-77.814669,Camp,5.93
"25428 Gray Key Natalieborough, MD 22784","25428 Gray Key Natalieborough, MD 22784",Tampa,1,25428 Gray Key,Natalieborough,MD,22784,Townhouse,0,0,1.83,1261,1,1,0,0,,2023,3085,9973,Street,3,2,,Split,,3,33.382906,-100.821723,Light,6.02
"752 Peterson Crescent South Travischester, PR 65166","752 Peterson Crescent South Travischester, PR 65166",Dalas,,752 Peterson Crescent,South Travischester,PR,65166,Townhouse,0,,1.63,346,1,1,1,0,0,1988,2443,4723,Street,3,2,,Split,0,5,35.969573,-112.869844,Mall,3.03
"46422 Holly Corners Schmidtfurt, PA 56392","46422 Holly Corners Schmidtfurt, PA 56392",Tampa,0,46422 Holly Corners,Schmidtfurt,PA,56392,Townhouse,,1,1.92,1960,1,0,0,,,1986,1674,8856,Street,6,1,1,Ranch,1,4,36.680299,-97.674214,Dale,3.97
"75836 Thomas Tunnel East Richardtown, NC 49041","75836 Thomas Tunnel East Richardtown, NC 49041",Chicgo,0,75836 Thomas Tunnel,East Richardtown,NC,49041,Condo,,1,1.31,907,,0,0,,1,1984,3148,7299,Garage,1,2,0,Split,,4,41.572536,-92.773021,Crest,5.54
"4618 Woods Manor Lake Natashatown, OK 18382","4618 Woods Manor Lake Natashatown, OK 18382",Atlanta,,4618 Woods Manor,Lake Natashatown,OK,18382,Single Family Home,1,,2.12,1415,1,,1,,,1999,1042,1051,Garage,1,4,0,Ranch,1,1,35.423647,-97.502836,Ville,3.72
"71782 Smith Course New Nicolebury, CO 00676","71782 Smith Course New Nicolebury, CO 00676",Dallas,1,71782 Smith Course,New Nicolebury,CO,676,Condo,1,0,3.1,896,0,1,,0,,1983,1800,6327,Street,5,1,,,,4,35.158991,-83.822196,Keys,3.98
"523 Christopher Brooks New Dawnmouth, PA 12003","523 Christopher Brooks New Dawnmouth, PA 12003",Atlanta,0,523 Christopher Brooks,New Dawnmouth,PA,12003,Duplex,0,1,1.67,109,1,1,0,,0,1973,1929,1756,Garage,5,3,0,Colonial,,1,38.619929,-78.307725,Row,7.45
"362 Sheila Valley North Susanfort, MO 01836","362 Sheila Valley North Susanfort, MO 01836",Tampa,1,362 Sheila Valley,North Susanfort,MO,1836,Condo,1,,2.08,475,,0,,1,0,1956,537,5568,,1,4,1,Ranch,1,3,33.007683,-105.943356,Stravenue,4.07
"43409 Norman Heights Douglasberg, WY 34584","43409 Norman Heights Douglasberg, WY 34584",Chicago,0,43409 Norman Heights,Douglasberg,WY,34584,SFR,,1,1.41,1319,1,1,0,,0,1989,849,4797,Street,2,2,0,Colonial,0,4,34.251373,-84.603583,Oval,8.55
"078 Jessica Harbor Suite 713 South Natasha, NC 29286","078 Jessica Harbor Suite 713 South Natasha, NC 29286", ,,078 Jessica Harbor Suite 713,South Natasha,NC,29286,Townhouse,,,2.06,960,0,,0,0,,1976,636,4503,Garage,4,3,,Colonial,1,5,37.304912,-111.86674,Island,8.09
"1942 Stephen Spurs North Claudia, OH 10933","1942 Stephen Spurs North Claudia, OH 10933",Florida,1,1942 Stephen Spurs,North Claudia,OH,10933,Duplex,,,2.06,1380,,1,1,0,1,1979,1139,7615,,3,3,,Colonial,0,4,35.056965,-106.092403,Viaduct,9.4
"2178 Huff Street Suite 295 Woodsbury, WA 08531","2178 Huff Street Suite 295 Woodsbury, WA 08531",Chicgo,1,2178 Huff Street Suite 295,Woodsbury,WA,8531,Single Family Home,0,1,2.03,1610,1,,0,1,0,2005,1583,8053,Driveway,2,4,0,Ranch,,2,35.364103,-109.76723,Cove,3.52
"513 Thomas Fork Suite 439 Port Cheryl, OK 18959","513 Thomas Fork Suite 439 Port Cheryl, OK 18959",Florida,,513 Thomas Fork Suite 439,Port Cheryl,OK,18959,Duplex,1,0,2.3,1677,0,1,1,0,0,2001,1076,5730,Garage,2,3,,Ranch,0,3,38.698339,-93.213114,Gardens,8.04
"8136 Cantu Skyway Tonyland, VI 63261","8136 Cantu Skyway Tonyland, VI 63261",Chicgo,0,8136 Cantu Skyway,Tonyland,VI,63261,Townhouse,0,0,1.23,1360,1,0,,,,1966,3417,5896,Garage,5,3,,Ranch,1,4,40.233958,-86.035307,Circle,8.02
"923 Nguyen Road Apt. 731 North Deborahhaven, KY 22890","923 Nguyen Road Apt. 731 North Deborahhaven, KY 22890",Atlanta,,923 Nguyen Road Apt. 731,North Deborahhaven,KY,22890,Duplex,1,,3.23,717,,1,0,1,1,2007,1374,1816,Street,6,3,0,Ranch,1,2,34.456535,-94.262627,Shoals,5.41
"9118 Kramer Spring Apt. 314 Harveyshire, SC 69221","9118 Kramer Spring Apt. 314 Harveyshire, SC 69221",Chicgo,1,9118 Kramer Spring Apt. 314,Harveyshire,SC,69221,Condo,1,0,1.33,792,1,0,0,,,1991,2479,7425,,6,4,0,Colonial,1,5,38.735751,-95.9059,Knoll,8.38
"381 Felicia Tunnel South Brandon, RI 47250","381 Felicia Tunnel South Brandon, RI 47250",Chicago,0,381 Felicia Tunnel,South Brandon,RI,47250,SFR,,0,2.84,1102,0,,0,0,0,1996,3182,8884,Driveway,2,1,0,Colonial,0,3,33.303698,-106.106159,Oval,3.16
"887 Carrillo Center Suite 047 South Nicoleshire, NM 29871","887 Carrillo Center Suite 047 South Nicoleshire, NM 29871", ,,887 Carrillo Center Suite 047,South Nicoleshire,NM,29871,SFR,1,1,1.64,67,0,,0,,0,2011,2744,1117,Garage,4,4,0,Ranch,0,2,33.500871,-106.313235,Pass,3.99
"089 Scott Track Apt. 149 Jenniferport, ND 69536","089 Scott Track Apt. 149 Jenniferport, ND 69536",Chicgo,,089 Scott Track Apt. 149,Jenniferport,ND,69536,Townhouse,1,1,1.44,1358,0,0,,,,1981,2341,2961,Street,1,1,1,Ranch,,1,39.413326,-105.981985,Flat,7.13
"472 Carol View Suite 258 Lake Tanya, TN 22451","472 Carol View Suite 258 Lake Tanya, TN 22451",Dallas,,472 Carol View Suite 258,Lake Tanya,TN,22451,Duplex,0,,2.42,462,1,0,0,0,,1972,2321,4929,Driveway,4,3,,Ranch,,5,39.943251,-113.688957,Freeway,9.35
"606 Franklin Mill Suite 348 South Russell, MD 88673","606 Franklin Mill Suite 348 South Russell, MD 88673",Chicago,,606 Franklin Mill Suite 348,South Russell,MD,88673,SFR,0,0,2.72,179,1,1,0,0,,1970,3110,4601,Street,3,1,0,Ranch,0,5,37.023279,-107.947694,Summit,5.34
"740 Michael Skyway Adriennefort, AR 39259","740 Michael Skyway Adriennefort, AR 39259",Chicago,0,740 Michael Skyway,Adriennefort,AR,39259,Condo,,,2.89,1198,,,,1,,2000,3198,3842,Garage,6,4,,Ranch,0,4,37.916502,-95.43987,Summit,6.2
"4143 Tamara Lights Port Tina, AL 19419","4143 Tamara Lights Port Tina, AL 19419",Chicago,0,4143 Tamara Lights,Port Tina,AL,19419,Duplex,,0,2.11,381,0,1,,1,1,1996,2370,7188,Street,4,3,1,Ranch,0,5,40.631132,-84.722156,Hills,3.1
"171 Jonathan Springs Suite 496 North Michaelside, NC 06370","171 Jonathan Springs Suite 496 North Michaelside, NC 06370",Chicgo,1,171 Jonathan Springs Suite 496,North Michaelside,NC,6370,Duplex,,0,2.64,464,0,,0,1,0,2014,3263,1762,Street,3,1,,Split,,1,37.948755,-76.455342,Street,7.16
"484 Daniel Station Riveraburgh, NM 05183","484 Daniel Station Riveraburgh, NM 05183",Chicgo,,484 Daniel Station,Riveraburgh,NM,5183,Duplex,0,1,3.27,356,,0,1,0,0,2022,1893,7046,Garage,1,1,,Split,,4,37.875049,-80.999723,Shoal,5.39
"3915 Simmons Ports Suite 089 West Nathan, AK 97272","3915 Simmons Ports Suite 089 West Nathan, AK 97272",Atlanta,1,3915 Simmons Ports Suite 089,West Nathan,AK,97272,Condo,0,,2.66,328,0,0,,0,0,1950,1178,8129,Street,3,3,,Colonial,,2,38.781845,-81.885152,Forges,4.18
"674 Michael Extension Suite 255 Jonathanfurt, TN 23857","674 Michael Extension Suite 255 Jonathanfurt, TN 23857", ,,674 Michael Extension Suite 255,Jonathanfurt,TN,23857,Condo,0,0,1.74,475,1,0,,1,,2018,3058,1328,Driveway,2,4,1,Split,1,1,37.706128,-77.380952,Passage,3.77
"40608 Matthew Square South Oscarview, DC 50493","40608 Matthew Square South Oscarview, DC 50493",Atlanta,,40608 Matthew Square,South Oscarview,DC,50493,Duplex,,0,1.51,1599,1,,0,,0,2013,2279,8671,,4,1,,,,2,39.583958,-103.907041,Mountain,8.0
"8245 Nancy Pines Richardfort, GA 22568","8245 Nancy Pines Richardfort, GA 22568",Chicgo,,8245 Nancy Pines,Richardfort,GA,22568,Single Family Home,1,1,2.45,46,0,,,0,,1983,1298,8543,Street,2,1,1,,1,4,35.030861,-103.010614,Green,8.03
"317 Smith Centers South Heather, MP 96097","317 Smith Centers South Heather, MP 96097",Chicago,,317 Smith Centers,South Heather,MP,96097,Condo,0,0,2.5,1770,0,0,1,0,,1970,3222,7578,Driveway,3,1,0,,0,1,41.900255,-90.471938,Place,6.42
"944 Perez Mountains Stanleyfort, GU 17639","944 Perez Mountains Stanleyfort, GU 17639",Chicago,0,944 Perez Mountains,Stanleyfort,GU,17639,Condo,,0,2.81,1790,,,0,,1,1996,1688,4171,Street,6,4,,Colonial,1,2,40.602135,-107.089689,Drive,9.06
"2979 Knight Crossing Apt. 208 Leahborough, MA 78420","2979 Knight Crossing Apt. 208 Leahborough, MA 78420",Florida,0,2979 Knight Crossing Apt. 208,Leahborough,MA,78420,Townhouse,,0,2.5,199,0,,,1,0,1976,1181,3728,Garage,4,4,0,Colonial,1,3,38.849268,-75.902371,Harbor,7.36
"97791 Carl Port Wilsonstad, ID 27191","97791 Carl Port Wilsonstad, ID 27191",Tampa,1,97791 Carl Port,Wilsonstad,ID,27191,SFR,1,1,3.11,827,0,1,0,0,,1958,1975,2953,Street,2,4,0,Split,,5,33.990241,-90.52237,Plaza,8.89
"4578 Allison Port Cartershire, NJ 46789","4578 Allison Port Cartershire, NJ 46789", ,1,4578 Allison Port,Cartershire,NJ,46789,Townhouse,1,,3.06,564,1,0,1,,0,1962,1069,7038,Garage,5,2,1,,,3,33.022378,-96.897599,Greens,3.88
"00041 Stacy Hills Diazshire, WI 91103","00041 Stacy Hills Diazshire, WI 91103",Chicgo,1,00041 Stacy Hills,Diazshire,WI,91103,Townhouse,,1,1.59,929,0,0,0,1,,1993,829,8249,,2,4,0,Split,,1,36.825281,-80.411125,Mission,7.75
"760 Douglas Prairie Suite 198 Bradleyview, AR 14599","760 Douglas Prairie Suite 198 Bradleyview, AR 14599",Chicago,1,760 Douglas Prairie Suite 198,Bradleyview,AR,14599,Duplex,1,,2.1,1698,,,1,0,0,1983,726,1753,Driveway,4,3,1,Split,1,3,36.077519,-86.286262,Extension,5.53
"8754 Edwards Mews South Anna, UT 99887","8754 Edwards Mews South Anna, UT 99887",Dallas,0,8754 Edwards Mews,South Anna,UT,99887,Duplex,,,3.39,710,,1,0,1,1,1961,3148,2649,,1,1,,Ranch,,4,33.178923,-77.613336,Path,9.1
"6403 Yoder Summit Apt. 251 Marissafort, WY 34674","6403 Yoder Summit Apt. 251 Marissafort, WY 34674",Chicago,,6403 Yoder Summit Apt. 251,Marissafort,WY,34674,Duplex,0,,1.32,628,0,,,,,2019,637,7031,Street,2,4,,Ranch,,3,35.803424,-80.988708,Corners,4.96
"13242 Jason Mills Apt. 499 Port Jill, KY 80727","13242 Jason Mills Apt. 499 Port Jill, KY 80727",Chicago,0,13242 Jason Mills Apt. 499,Port Jill,KY,80727,Duplex,,,2.66,464,,,,0,,1992,2347,5060,Street,1,3,0,Ranch,,4,41.266979,-88.284499,Skyway,7.09
"401 Laura Vista Keyland, WA 24395","401 Laura Vista Keyland, WA 24395",Dalas,1,401 Laura Vista,Keyland,WA,24395,Condo,1,0,3.29,806,1,,1,0,,2020,1066,4563,Street,4,1,1,Ranch,0,4,36.005663,-101.47072,Streets,8.67
"864 Charles Green Lake Raymond, UT 65384","864 Charles Green Lake Raymond, UT 65384",Tampa,,864 Charles Green,Lake Raymond,UT,65384,Duplex,1,0,2.77,924,,,,,1,1991,3016,3699,Garage,1,1,,,0,3,35.785755,-80.75973,Ranch,8.27
"50206 Antonio Ranch Brownberg, PR 52202","50206 Antonio Ranch Brownberg, PR 52202",Chicago,1,50206 Antonio Ranch,Brownberg,PR,52202,SFR,1,1,1.45,287,1,,0,0,,1990,2124,5788,,3,4,1,Colonial,,1,39.235771,-100.87493,Divide,9.7
"7817 Atkinson Gateway Bradleystad, HI 14009","7817 Atkinson Gateway Bradleystad, HI 14009",Chicago,,7817 Atkinson Gateway,Bradleystad,HI,14009,SFR,0,,1.35,901,1,0,,0,1,1987,795,2617,,2,1,0,,,4,39.590128,-106.384481,Knoll,4.77
"41155 Mandy Ports North Andrewmouth, WY 30665","41155 Mandy Ports North Andrewmouth, WY 30665",Dalas,1,41155 Mandy Ports,North Andrewmouth,WY,30665,Condo,0,0,2.45,644,,,1,0,0,1961,3084,6289,Garage,3,2,,Ranch,,2,40.720409,-78.359397,Estate,8.39
"997 Chad Ford Apt. 724 Heidiburgh, LA 87312","997 Chad Ford Apt. 724 Heidiburgh, LA 87312",Chicago,,997 Chad Ford Apt. 724,Heidiburgh,LA,87312,Townhouse,1,0,2.76,1766,1,1,,1,1,2000,2340,8683,Street,6,3,,,0,1,40.079443,-75.292317,Rapid,8.12
"1464 Christopher Fords Port Douglas, NJ 47685","1464 Christopher Fords Port Douglas, NJ 47685",Chicgo,1,1464 Christopher Fords,Port Douglas,NJ,47685,Townhouse,0,,2.52,1155,0,0,,,,1991,3375,3802,,1,2,0,Split,,5,36.296057,-92.241018,Parkways,5.73
"92989 Julian Corner New Jennifermouth, LA 06689","92989 Julian Corner New Jennifermouth, LA 06689",Florida,1,92989 Julian Corner,New Jennifermouth,LA,6689,Single Family Home,1,1,1.26,135,0,1,0,0,1,1956,1359,9006,,1,1,,,,3,37.519864,-80.239332,Station,3.37
"41949 May Square Apt. 350 Jamesville, NJ 61871","41949 May Square Apt. 350 Jamesville, NJ 61871",Atlanta,1,41949 May Square Apt. 350,Jamesville,NJ,61871,Single Family Home,0,,2.48,455,0,0,1,1,1,1994,663,9307,Street,1,1,0,Split,,3,41.974522,-73.950102,Views,4.01
"0439 Marshall Skyway Matthewfort, TN 49479","0439 Marshall Skyway Matthewfort, TN 49479",Chicago,1,0439 Marshall Skyway,Matthewfort,TN,49479,Townhouse,,1,2.46,528,,,,0,0,2020,2093,8232,,6,2,0,Ranch,,3,33.936955,-88.224888,Causeway,6.76
"697 Willis Squares East Lindsey, WV 12092","697 Willis Squares East Lindsey, WV 12092",Tampa,,697 Willis Squares,East Lindsey,WV,12092,Condo,,1,2.41,1025,,0,,0,0,1999,1711,9304,Street,6,4,1,Ranch,,2,37.568937,-81.27011,Stream,9.55
"137 Adam Forges Apt. 053 New Danielshire, RI 17731","137 Adam Forges Apt. 053 New Danielshire, RI 17731",Chicago,,137 Adam Forges Apt. 053,New Danielshire,RI,17731,Condo,1,0,2.45,739,0,0,,,1,1992,1300,4736,Garage,6,4,,Ranch,,1,33.212458,-109.960679,Viaduct,4.5
"53946 Baker Pike South Aprilfurt, CA 74181","53946 Baker Pike South Aprilfurt, CA 74181",Dallas,1,53946 Baker Pike,South Aprilfurt,CA,74181,Condo,0,1,3.47,3,1,1,0,,,1991,2877,1449,Garage,6,4,,Colonial,1,4,41.686334,-112.6834,Mountain,7.8
"0311 Katie Alley South Stephen, LA 89853","0311 Katie Alley South Stephen, LA 89853",Chicgo,1,0311 Katie Alley,South Stephen,LA,89853,Duplex,1,1,1.78,1492,0,,1,0,1,2003,1825,2952,,5,1,0,Ranch,0,5,34.359736,-75.243274,Cliffs,3.81
"31334 Smith Prairie Suite 754 West Tracyport, VT 19444","31334 Smith Prairie Suite 754 West Tracyport, VT 19444",Chicgo,1,31334 Smith Prairie Suite 754,West Tracyport,VT,19444,SFR,1,0,3.08,1233,1,1,1,0,,1974,1666,2193,Garage,1,4,0,Split,,1,40.680026,-77.816987,Mountains,6.96
"437 Christopher Underpass Suite 831 South Whitney, UT 16360","437 Christopher Underpass Suite 831 South Whitney, UT 16360",Chicgo,,437 Christopher Underpass Suite 831,South Whitney,UT,16360,Single Family Home,1,,1.51,969,0,,1,,1,1987,2587,7302,,3,1,1,Split,1,4,41.143475,-116.354268,Center,6.09
"72275 Rowland Forest Suite 413 Herreramouth, ME 35864","72275 Rowland Forest Suite 413 Herreramouth, ME 35864",Dallas,1,72275 Rowland Forest Suite 413,Herreramouth,ME,35864,Duplex,1,,2.36,710,0,,0,,1,1987,885,3503,Garage,1,4,1,,0,1,34.052824,-103.917262,Place,8.02
"701 Troy Turnpike Apt. 694 Josephburgh, NY 61149","701 Troy Turnpike Apt. 694 Josephburgh, NY 61149", ,,701 Troy Turnpike Apt. 694,Josephburgh,NY,61149,Condo,0,0,2.32,1663,0,,1,,,2023,1891,4443,Driveway,2,3,1,,1,5,37.752504,-90.643578,Mount,7.96
