Reviewed_Status,Most_Recent_Status,Source,Occupancy,Net_Yield,IRR,Selling_Reason,Seller_Retained_Broker,Final_Reviewer
Offered,Close,Internal,Yes,6.38,10.02,Job Transfer,Yes,David Thompson
Reviewed,Closed,Opendoor,Yes,9.73,13.55,,Yes,Samantha Pierce
Offered,Available,Internal,Yes,4.25,8.92,Investor Sale,Yes,Jason Miller
Cancelled,Null,MLS,,8.17,10.11,Job Transfer,Yes,Luis Garcia
Null, ,Internal,,7.16,15.13,Job Transfer,No,Jessica Lin
Accepted Offer,Cancelled,Opendoor,No,3.92,9.09,,Yes,Jessica Lin
Accepted Offer,Kick,MLS,Yes,7.88,5.52,Investor Sale,No,Samantha Pierce
Offered,Kick,Broker,,3.45,7.38,Job Transfer,,Samantha Pierce
New,Pending,Internal,No,4.13,19.96,Downsizing,Yes,Emily Patel
Cancelled,Always Kick,M L S,,10.13,10.8,Downsizing,,Amit Kumar
Offered,Close,MLS,,7.8,14.68,Downsizing,Yes,Sophia Williams
 ,Available,Broker,No,7.99,5.95,Job Transfer,No,Sophia Williams
New,Closed,M L S,,8.03,17.9,Downsizing,,Jason Miller
New,Pend,MLS,,6.98,12.15,Job Transfer,No,Priya Sharma
Closed,Kick,Bulk,No,5.82,14.9,Investor Sale,Yes,Emily Patel
Null, ,Internal,Yes,5.46,6.04,Job Transfer,,Jason Miller
Accepted Offer,Close,Auction.com,,8.95,11.42,Investor Sale,Yes,Michael Chen
Accepted Offer,Null,MLS,Yes,6.64,9.52,Investor Sale,Yes,Luis Garcia
Reviewed,Kick,Internal,No,11.04,16.59,Job Transfer,Yes,Priya Sharma
Accepted Offer, ,Broker,,4.09,10.4,,,Luis Garcia
Accepted Offer,Available,M L S,No,8.06,16.01,Downsizing,Yes,Sophia Williams
Offered,Always Kick,Bulk,No,7.5,7.22,Job Transfer,No,Jason Miller
Cancelled,Kick,Auction.com,Yes,7.27,6.93,Investor Sale,,Michael Chen
Null,Null,M L S,Yes,9.97,5.14,,Yes,Emily Patel
Reviewed,Pend,MLS,Yes,5.54,12.78,,No,Samantha Pierce
Closed,Pend,Opendoor,,9.21,7.39,Downsizing,,Luis Garcia
Accepted Offer,Cancelled,MLS,,5.08,15.67,Downsizing,,Priya Sharma
Offered,Cancelled,Internal,No,6.48,8.16,Job Transfer,,Jason Miller
Accepted Offer,Always Kick,Internal,Yes,3.58,19.54,Investor Sale,,Michael Chen
Cancelled, ,MLS,Yes,5.49,18.31,Job Transfer,No,Michael Chen
Offered, ,MLS,,9.79,12.2,Investor Sale,,Emily Patel
 ,Pend,Bulk,,9.4,19.66,,,Priya Sharma
Cancelled,Available,Auction.com,Yes,9.76,18.58,Investor Sale,,Priya Sharma
Reviewed,Closed,MLS,Yes,3.47,16.53,Job Transfer,Yes,Priya Sharma
 , ,M L S,No,6.69,16.69,Job Transfer,,Jason Miller
Offered,Null,Auction.com,,5.69,15.65,Downsizing,,Emily Patel
 ,Pending,MLS,No,8.98,12.15,Downsizing,Yes,Jason Miller
Null,Pend,Bulk,Yes,5.62,14.97,Job Transfer,No,Jessica Lin
New,Always Kick,Auction.com,No,11.94,16.11,Job Transfer,,Samantha Pierce
Null,Pending,Opendoor,Yes,10.16,6.08,,Yes,Sophia Williams
 ,Closed,M L S,Yes,8.13,5.83,Investor Sale,Yes,Jessica Lin
Offered,Close,Broker,No,4.81,15.04,Job Transfer,,Emily Patel
Offered,Closed,M L S,,8.3,16.47,,Yes,Michael Chen
Closed,Close,MLS,,6.35,13.65,Job Transfer,Yes,Michael Chen
Accepted Offer,Pend,M L S,,8.31,12.4,Job Transfer,No,Michael Chen
New, ,M L S,,10.85,13.37,Downsizing,,Michael Chen
Offered,Pend,MLS,,5.97,16.55,,,Priya Sharma
Null,Kick,Bulk,,3.94,13.07,Investor Sale,No,Samantha Pierce
 ,Cancelled,MLS,No,6.05,16.39,Job Transfer,No,Luis Garcia
Closed,Cancelled,Broker,No,10.51,8.61,,,Samantha Pierce
Offered,Kick,Bulk,No,10.01,8.9,Job Transfer,Yes,Samantha Pierce
Cancelled,Pend,Internal,No,7.95,12.23,Job Transfer,Yes,Jessica Lin
Accepted Offer,Null,M L S,Yes,8.21,8.85,Downsizing,No,Luis Garcia
Cancelled,Closed,Auction.com,,5.58,7.05,Investor Sale,Yes,Samantha Pierce
Closed,Available,MLS,,7.55,18.74,Investor Sale,No,Jason Miller
Offered, ,Opendoor,Yes,6.52,16.0,Downsizing,Yes,Luis Garcia
Accepted Offer,Null,Auction.com,No,8.69,10.26,Investor Sale,No,Sophia Williams
 ,Close,M L S,No,8.67,9.73,,,Samantha Pierce
Accepted Offer,Available,Opendoor,,4.01,13.08,Job Transfer,No,Amit Kumar
Reviewed,Pending,Internal,Yes,8.27,11.56,Job Transfer,,Jason Miller
Null,Pend,Auction.com,,4.36,14.62,Investor Sale,Yes,Amit Kumar
Cancelled,Closed,Bulk,Yes,5.41,18.17,Downsizing,No,Michael Chen
Offered,Always Kick,Broker,,8.78,17.15,Investor Sale,Yes,Emily Patel
Offered,Available,M L S,,4.13,17.24,Job Transfer,,Jason Miller
 ,Closed,M L S,Yes,5.59,14.71,,,Jessica Lin
Null,Cancelled,MLS,No,6.01,12.2,Downsizing,,Sophia Williams
 ,Always Kick,M L S,Yes,4.82,16.2,Job Transfer,No,Samantha Pierce
New, ,M L S,No,3.31,6.67,Downsizing,No,Amit Kumar
Cancelled,Available,Auction.com,Yes,5.9,14.7,Job Transfer,Yes,Luis Garcia
Null,Pend,Internal,No,11.86,10.12,Job Transfer,,Luis Garcia
Null,Kick,MLS,Yes,11.95,12.43,Downsizing,,Jessica Lin
New,Close,M L S,,4.88,18.79,Downsizing,,Sophia Williams
Offered,Available,MLS,No,11.28,11.12,Downsizing,Yes,Luis Garcia
New,Kick,Auction.com,,5.19,13.91,Investor Sale,,Michael Chen
Accepted Offer,Cancelled,MLS,,7.56,8.87,Investor Sale,,Jason Miller
Null,Pend,Bulk,No,8.76,13.79,Investor Sale,,Amit Kumar
New,Closed,Opendoor,No,10.88,11.8,,,Michael Chen
New,Pend,MLS,No,4.9,10.65,Investor Sale,Yes,Samantha Pierce
Accepted Offer,Kick,Broker,,6.71,7.14,Investor Sale,Yes,Priya Sharma
Null,Kick,Broker,No,5.54,8.93,Investor Sale,,Luis Garcia
Accepted Offer, ,M L S,,8.99,13.42,,No,Amit Kumar
Offered,Closed,Bulk,No,11.59,11.69,Investor Sale,,Jessica Lin
Reviewed,Closed,Broker,,8.22,12.32,Job Transfer,Yes,Emily Patel
Offered,Kick,MLS,,4.31,13.42,Investor Sale,,Samantha Pierce
Cancelled,Always Kick,Broker,Yes,4.31,15.55,Investor Sale,No,Emily Patel
Reviewed,Closed,MLS,No,3.58,8.7,Downsizing,,Amit Kumar
Cancelled,Kick,Bulk,,4.67,12.73,Investor Sale,No,Priya Sharma
Accepted Offer,Null,Opendoor,No,11.13,5.2,Job Transfer,No,Amit Kumar
Offered,Pending,M L S,No,9.31,16.58,Job Transfer,,Sophia Williams
Null,Pend,Internal,Yes,5.53,13.45,Downsizing,,Jason Miller
New,Pend,Broker,Yes,4.09,5.82,Downsizing,,Samantha Pierce
Reviewed,Kick,MLS,Yes,3.68,15.75,Job Transfer,Yes,Sophia Williams
Null,Null,Internal,Yes,8.39,6.13,Investor Sale,Yes,Samantha Pierce
Null,Close,Opendoor,Yes,9.35,19.75,Downsizing,,Jason Miller
New,Pending,Internal,No,6.1,17.86,Downsizing,,Jason Miller
 ,Cancelled,MLS,Yes,7.21,18.99,,,Samantha Pierce
Offered,Pending,M L S,Yes,8.0,16.32,Downsizing,Yes,Priya Sharma
Closed,Always Kick,Auction.com,No,5.17,13.79,Investor Sale,Yes,Jessica Lin
Cancelled,Pending,Opendoor,Yes,3.39,14.12,Investor Sale,No,Michael Chen
 ,Pend,Broker,,9.12,9.42,,Yes,Luis Garcia
 ,Always Kick,MLS,,10.56,11.12,Downsizing,No,Luis Garcia
New,Always Kick,Auction.com,No,4.75,13.1,Downsizing,Yes,Sophia Williams
Reviewed,Available,Broker,No,4.25,17.43,Downsizing,,Luis Garcia
Cancelled,Close,Opendoor,Yes,11.83,19.55,Downsizing,No,Priya Sharma
Closed,Kick,MLS,Yes,5.91,11.81,,Yes,Jessica Lin
Closed,Closed,Bulk,,3.64,10.72,,,Jason Miller
New,Close,Auction.com,Yes,8.96,13.51,Investor Sale,No,David Thompson
Null,Cancelled,MLS,Yes,10.31,13.05,,Yes,Sophia Williams
Reviewed,Null,Internal,,8.1,15.73,,No,Jason Miller
Offered,Pending,Internal,No,4.57,12.59,Job Transfer,No,Amit Kumar
Cancelled,Available,Opendoor,Yes,8.43,14.47,Job Transfer,No,Samantha Pierce
Closed,Always Kick,MLS,No,11.78,5.21,Job Transfer,,Michael Chen
 ,Kick,Internal,,9.14,9.78,Job Transfer,No,Emily Patel
Cancelled,Close,M L S,No,7.41,5.55,Job Transfer,,Samantha Pierce
Offered,Close,Internal,,3.17,19.12,Downsizing,,Jessica Lin
Offered,Pend,Auction.com,,8.91,12.26,Investor Sale,Yes,Samantha Pierce
New,Always Kick,Opendoor,Yes,10.82,8.91,,,Jason Miller
Reviewed,Cancelled,Bulk,,4.29,9.5,Downsizing,,Emily Patel
 ,Always Kick,Opendoor,No,3.33,9.36,Investor Sale,,Michael Chen
New,Pend,MLS,No,6.44,16.92,Downsizing,,Emily Patel
Reviewed,Close,M L S,No,7.43,14.12,Investor Sale,Yes,Michael Chen
Accepted Offer,Available,Internal,Yes,11.96,13.02,Downsizing,Yes,David Thompson
Null,Pending,Broker,,6.6,5.72,Job Transfer,No,Priya Sharma
 ,Always Kick,Auction.com,,6.01,13.91,,Yes,Jason Miller
New,Pending,Bulk,,3.15,12.56,Job Transfer,,Jason Miller
Offered,Closed,MLS,No,9.06,10.75,,No,Sophia Williams
Offered,Kick,Auction.com,,10.82,15.39,,,Samantha Pierce
Offered,Pend,M L S,,8.84,15.15,Downsizing,,Samantha Pierce
New, ,Opendoor,Yes,7.88,12.76,Investor Sale,Yes,Samantha Pierce
New,Close,Opendoor,Yes,9.55,13.72,,No,Amit Kumar
Closed,Always Kick,MLS,Yes,11.34,17.98,Job Transfer,No,Jessica Lin
New,Available,M L S,Yes,8.25,18.29,Downsizing,No,Jason Miller
Accepted Offer,Available,Opendoor,No,7.1,8.22,Downsizing,,Amit Kumar
Cancelled,Kick,MLS,,9.37,14.13,Investor Sale,,Jessica Lin
Offered,Cancelled,MLS,No,3.87,16.65,Downsizing,Yes,Luis Garcia
New,Kick,M L S,,11.9,16.31,Downsizing,,Sophia Williams
 ,Cancelled,Auction.com,Yes,11.48,12.58,Downsizing,,David Thompson
Null, ,MLS,Yes,8.24,7.44,,No,Jason Miller
Cancelled,Pending,Opendoor,Yes,9.98,13.33,Job Transfer,No,Luis Garcia
 , ,MLS,,5.93,13.97,Investor Sale,,Jessica Lin
Cancelled,Available,MLS,No,7.58,15.11,Downsizing,,Samantha Pierce
Offered, ,Broker,,5.28,16.5,,,Amit Kumar
Null,Cancelled,Broker,Yes,9.25,7.7,Investor Sale,Yes,Sophia Williams
Cancelled,Null,Auction.com,,9.33,11.2,,,Jessica Lin
 ,Pending,Auction.com,Yes,6.74,18.13,Investor Sale,No,Jason Miller
Cancelled,Pend,Broker,Yes,4.92,16.53,Job Transfer,Yes,Michael Chen
New,Always Kick,Bulk,Yes,8.11,9.52,,,Amit Kumar
Null,Always Kick,MLS,Yes,9.2,14.15,,,Priya Sharma
Cancelled,Pend,M L S,Yes,6.13,16.51,Investor Sale,,Jason Miller
Cancelled,Close,M L S,,4.86,7.14,Downsizing,Yes,Samantha Pierce
Cancelled,Closed,M L S,No,10.62,7.91,Job Transfer,Yes,Michael Chen
New,Closed,Internal,Yes,6.34,15.32,Job Transfer,Yes,Emily Patel
New,Cancelled,Internal,No,5.14,7.96,,No,Jason Miller
Closed,Pend,Auction.com,No,4.76,19.16,Job Transfer,Yes,Amit Kumar
Accepted Offer,Available,Opendoor,Yes,4.01,18.24,Job Transfer,Yes,Michael Chen
Cancelled,Pend,Internal,,7.98,15.15,Downsizing,Yes,Samantha Pierce
 ,Pending,Bulk,Yes,4.52,15.11,Downsizing,,David Thompson
Null,Always Kick,Auction.com,,10.57,8.43,Downsizing,No,Emily Patel
Cancelled,Close,Internal,,6.16,18.46,Downsizing,,David Thompson
Offered,Close,Auction.com,Yes,5.02,18.68,Downsizing,No,David Thompson
Offered,Null,Bulk,,5.64,17.59,Job Transfer,Yes,Sophia Williams
Offered,Available,Bulk,,11.95,9.4,Investor Sale,No,Luis Garcia
Reviewed,Available,Auction.com,,7.25,11.99,Downsizing,Yes,Emily Patel
Cancelled,Pend,MLS,,8.27,5.53,,Yes,Sophia Williams
New,Closed,Auction.com,Yes,6.23,10.5,Job Transfer,No,Sophia Williams
Offered,Pending,MLS,,9.08,8.63,Downsizing,Yes,Jason Miller
Cancelled,Pend,MLS,No,11.54,19.0,Job Transfer,No,David Thompson
Reviewed,Closed,Bulk,No,5.17,7.29,Investor Sale,No,Samantha Pierce
 ,Close,Opendoor,No,11.61,8.24,Job Transfer,,Amit Kumar
Null, ,Auction.com,Yes,7.97,12.34,Downsizing,Yes,Luis Garcia
Closed,Available,Broker,Yes,7.19,14.07,,Yes,Sophia Williams
Reviewed, ,Auction.com,Yes,9.73,9.82,Downsizing,No,Luis Garcia
 ,Kick,Broker,,3.38,6.94,Downsizing,Yes,Jessica Lin
New, ,Broker,Yes,6.87,7.66,,No,Jessica Lin
Cancelled,Available,Auction.com,Yes,6.56,12.46,Job Transfer,,Jason Miller
 , ,M L S,,6.55,17.14,Job Transfer,,Luis Garcia
New,Cancelled,M L S,,9.49,7.08,Downsizing,,David Thompson
Cancelled,Cancelled,Opendoor,No,7.78,16.45,Downsizing,Yes,Jessica Lin
Closed,Available,Internal,Yes,11.22,17.66,,Yes,Jessica Lin
Cancelled, ,MLS,,10.14,14.89,,Yes,Luis Garcia
Null,Pend,M L S,,6.46,17.04,Investor Sale,,Sophia Williams
Closed,Cancelled,MLS,,6.15,12.37,Job Transfer,,Emily Patel
Reviewed,Close,Opendoor,No,5.23,12.89,Downsizing,,Samantha Pierce
New,Always Kick,Internal,No,11.67,18.42,Investor Sale,Yes,Luis Garcia
Offered,Kick,MLS,,3.34,18.97,Investor Sale,Yes,Priya Sharma
 ,Always Kick,Opendoor,Yes,6.43,16.33,,,Michael Chen
Accepted Offer,Pending,Auction.com,,5.66,7.99,Job Transfer,Yes,Samantha Pierce
Offered,Pending,MLS,Yes,4.33,10.61,Investor Sale,No,Emily Patel
 ,Close,M L S,,4.62,16.33,,No,Samantha Pierce
Null,Available,Opendoor,,7.68,12.13,Job Transfer,No,Michael Chen
Closed,Pending,MLS,,9.71,18.93,,,Priya Sharma
Closed,Available,MLS,Yes,7.12,17.07,Downsizing,,David Thompson
New,Available,Bulk,,9.8,17.74,,,Samantha Pierce
Offered,Cancelled,Auction.com,No,6.8,6.65,Job Transfer,No,Jason Miller
New,Pend,Auction.com,,9.07,8.16,Job Transfer,,David Thompson
Offered,Cancelled,Internal,,11.87,15.85,,Yes,Priya Sharma
 ,Always Kick,Opendoor,,8.34,17.65,,No,Samantha Pierce
 ,Available,M L S,Yes,8.04,7.12,Downsizing,No,Jessica Lin
 ,Close,Internal,Yes,4.67,7.8,,,Jason Miller
Reviewed, ,MLS,,7.6,7.98,,No,Jessica Lin
Null,Always Kick,Opendoor,No,9.32,15.97,,No,Samantha Pierce
Closed,Null,Bulk,,6.11,5.59,Downsizing,Yes,David Thompson
 , ,Opendoor,No,3.36,18.22,Downsizing,No,Michael Chen
New,Null,M L S,No,4.41,5.02,,No,Luis Garcia
Offered,Closed,Internal,,11.0,6.54,,,Sophia Williams
Reviewed,Cancelled,Auction.com,No,11.37,19.07,Downsizing,Yes,Jason Miller
 ,Kick,MLS,,10.88,11.11,Job Transfer,Yes,Jessica Lin
Accepted Offer,Always Kick,MLS,No,11.29,8.57,,No,Jessica Lin
Offered,Always Kick,MLS,,8.43,17.14,Job Transfer,No,Sophia Williams
Closed,Cancelled,Bulk,No,5.05,12.26,Job Transfer,,Luis Garcia
Closed, ,MLS,No,3.14,7.52,,No,Amit Kumar
Cancelled,Available,Opendoor,,10.93,7.28,Job Transfer,No,Emily Patel
Cancelled,Null,MLS,,3.22,19.88,Downsizing,,Jessica Lin
Reviewed,Kick,Bulk,No,8.97,10.12,Downsizing,No,Jason Miller
Accepted Offer,Available,Opendoor,No,6.05,11.03,Investor Sale,No,Luis Garcia
Null,Available,Internal,No,9.17,5.58,Downsizing,Yes,Samantha Pierce
Closed, ,MLS,,4.39,19.85,,,David Thompson
Null,Available,Broker,Yes,7.44,15.5,Job Transfer,,David Thompson
Closed,Available,Internal,,3.19,9.18,Downsizing,Yes,Sophia Williams
Accepted Offer,Null,Broker,Yes,7.98,6.46,Job Transfer,No,Emily Patel
Accepted Offer,Pending,M L S,,10.17,17.4,,Yes,Emily Patel
Accepted Offer,Cancelled,M L S,,5.47,12.38,Job Transfer,Yes,Emily Patel
Null,Always Kick,MLS,No,9.39,14.75,Job Transfer,,Samantha Pierce
Offered,Cancelled,Broker,No,7.08,9.54,Investor Sale,,Luis Garcia
Cancelled,Null,Bulk,No,8.03,15.72,Job Transfer,,Sophia Williams
Offered,Closed,Auction.com,Yes,6.81,18.2,Job Transfer,,Sophia Williams
Closed,Always Kick,MLS,No,8.52,14.66,Job Transfer,No,Emily Patel
 ,Cancelled,M L S,Yes,3.92,9.7,,No,Emily Patel
Null,Pend,Auction.com,,8.7,9.9,,No,Emily Patel
Accepted Offer,Pending,Internal,No,7.9,14.25,,No,Emily Patel
Reviewed,Pending,MLS,Yes,6.22,10.61,Downsizing,,Samantha Pierce
Cancelled,Always Kick,Auction.com,No,5.98,9.29,Investor Sale,Yes,Priya Sharma
Reviewed,Available,Opendoor,Yes,5.45,11.07,Investor Sale,No,Amit Kumar
Offered,Kick,Opendoor,,7.08,8.16,,No,Michael Chen
Null,Cancelled,Auction.com,,5.5,15.94,Downsizing,Yes,Emily Patel
Closed,Pending,Broker,Yes,4.49,17.15,Investor Sale,No,Emily Patel
Accepted Offer,Available,MLS,,8.18,5.15,,,Emily Patel
Reviewed,Null,MLS,Yes,3.72,12.3,Investor Sale,Yes,Sophia Williams
Offered,Pending,Opendoor,Yes,10.68,18.04,,No,Luis Garcia
Cancelled,Pend,Opendoor,No,9.02,14.95,,No,Luis Garcia
 ,Pend,MLS,,10.81,16.0,Downsizing,No,Sophia Williams
 ,Available,MLS,No,4.21,16.41,Investor Sale,Yes,Jason Miller
 ,Pending,MLS,,5.9,9.06,Job Transfer,No,Emily Patel
Offered,Pending,Auction.com,Yes,5.13,17.89,Downsizing,No,Samantha Pierce
Accepted Offer,Null,Internal,Yes,11.22,12.45,,No,Jessica Lin
Reviewed,Kick,MLS,No,7.82,5.7,Investor Sale,Yes,Amit Kumar
Reviewed,Available,MLS,No,6.86,18.12,Investor Sale,No,Jason Miller
Accepted Offer,Pending,Broker,Yes,4.97,12.86,Job Transfer,Yes,Amit Kumar
New,Closed,MLS,Yes,4.5,15.46,Downsizing,,Luis Garcia
Accepted Offer,Available,Bulk,No,10.59,8.65,,,Samantha Pierce
Cancelled,Close,Opendoor,Yes,11.08,13.67,Job Transfer,Yes,Priya Sharma
Reviewed,Cancelled,MLS,Yes,10.85,15.69,Investor Sale,No,David Thompson
Null,Cancelled,M L S,,7.13,12.15,,No,Samantha Pierce
Offered,Available,MLS,,11.31,18.22,Job Transfer,,Jason Miller
Accepted Offer,Pending,MLS,Yes,10.79,9.97,,,Emily Patel
Offered,Closed,MLS,Yes,9.35,19.75,Job Transfer,,Jessica Lin
Offered,Kick,M L S,,4.64,7.82,Downsizing,,Amit Kumar
Reviewed,Closed,MLS,Yes,9.3,12.91,Downsizing,,Jessica Lin
New,Cancelled,M L S,No,7.48,9.76,Investor Sale,Yes,Amit Kumar
Closed,Pending,Bulk,Yes,8.69,8.19,,No,Priya Sharma
Reviewed,Always Kick,MLS,No,9.91,19.01,Job Transfer,Yes,Samantha Pierce
Null,Always Kick,Auction.com,Yes,3.55,14.62,Downsizing,No,Jessica Lin
Closed,Cancelled,MLS,Yes,5.7,19.18,Investor Sale,,Luis Garcia
 ,Always Kick,Bulk,Yes,7.6,16.43,Downsizing,,Amit Kumar
Reviewed, ,Opendoor,No,9.09,19.87,Downsizing,,Luis Garcia
Closed,Always Kick,Internal,Yes,10.81,17.54,Investor Sale,,Priya Sharma
Cancelled,Closed,Internal,No,5.84,6.79,Downsizing,,Luis Garcia
 ,Null,MLS,Yes,8.19,9.56,Job Transfer,Yes,Jason Miller
 ,Cancelled,Broker,,3.6,19.03,Investor Sale,Yes,Samantha Pierce
Null,Pending,Broker,Yes,6.49,6.76,Downsizing,No,Sophia Williams
Null,Close,MLS,Yes,9.4,19.71,Investor Sale,Yes,David Thompson
Reviewed,Cancelled,Internal,No,10.03,5.59,Downsizing,Yes,David Thompson
Accepted Offer,Always Kick,MLS,Yes,5.21,12.9,Downsizing,No,Michael Chen
Offered,Close,M L S,No,5.73,15.29,Downsizing,No,Jessica Lin
Null,Null,MLS,,5.81,11.33,,No,Priya Sharma
Reviewed,Pending,M L S,No,9.26,7.03,Downsizing,Yes,Sophia Williams
 ,Pending,Bulk,No,4.72,9.95,,No,Sophia Williams
Reviewed,Pend,Broker,,11.13,10.23,,,Sophia Williams
Accepted Offer,Null,Internal,,11.5,8.26,Investor Sale,,Luis Garcia
Reviewed,Kick,MLS,No,5.35,19.97,Downsizing,,Priya Sharma
Null,Close,Broker,Yes,10.54,5.93,,No,Emily Patel
Closed,Closed,Broker,No,11.7,11.83,Downsizing,Yes,Amit Kumar
 ,Pending,Opendoor,No,7.0,10.23,Job Transfer,No,Priya Sharma
Reviewed,Close,Internal,No,7.08,17.64,Downsizing,Yes,Amit Kumar
New,Closed,Broker,Yes,8.81,17.51,Downsizing,,Priya Sharma
Closed,Pend,Opendoor,No,5.53,11.26,Job Transfer,,David Thompson
New,Close,Opendoor,Yes,11.72,7.92,Job Transfer,Yes,Emily Patel
Cancelled,Cancelled,Internal,No,3.36,15.93,Downsizing,,Jason Miller
New,Kick,Auction.com,No,7.75,19.67,Downsizing,,Amit Kumar
New,Available,M L S,,4.99,19.64,,No,Priya Sharma
New,Null,Bulk,No,6.03,9.35,Downsizing,Yes,Jessica Lin
Cancelled,Cancelled,MLS,Yes,11.89,15.4,Investor Sale,,Michael Chen
 , ,MLS,,5.95,7.11,Downsizing,Yes,Emily Patel
Reviewed,Kick,M L S,No,3.84,6.62,Investor Sale,Yes,Samantha Pierce
Accepted Offer,Closed,MLS,Yes,10.76,9.53,Downsizing,Yes,Priya Sharma
Accepted Offer,Cancelled,Broker,Yes,6.24,13.55,Job Transfer,Yes,Luis Garcia
Reviewed,Kick,Internal,No,10.58,13.87,Downsizing,No,Jessica Lin
Reviewed,Always Kick,M L S,,6.07,10.13,,No,Luis Garcia
New,Null,Auction.com,Yes,4.72,6.42,Job Transfer,Yes,Priya Sharma
Accepted Offer, ,MLS,No,10.73,18.38,Job Transfer,,Michael Chen
 ,Close,Bulk,Yes,3.94,11.4,,No,Jason Miller
Closed,Close,MLS,No,11.12,11.98,,,David Thompson
 ,Null,MLS,Yes,4.73,8.67,Investor Sale,No,Sophia Williams
Cancelled, ,Internal,,8.29,18.69,Job Transfer,,Jason Miller
New,Null,M L S,No,5.74,9.7,Investor Sale,No,David Thompson
Accepted Offer,Closed,Bulk,No,8.66,11.09,Job Transfer,No,Michael Chen
Cancelled,Kick,Internal,,6.0,16.43,Downsizing,,Luis Garcia
Accepted Offer, ,MLS,Yes,4.81,8.87,Investor Sale,No,Michael Chen
Accepted Offer,Pend,MLS,,5.53,6.19,,,Jessica Lin
New,Closed,Internal,Yes,8.8,8.0,Job Transfer,No,Sophia Williams
Offered,Kick,Broker,No,9.05,15.82,,No,Amit Kumar
New,Kick,MLS,Yes,3.34,13.31,Investor Sale,Yes,Michael Chen
Reviewed,Pend,Broker,,7.13,18.58,Investor Sale,,Jessica Lin
Accepted Offer,Kick,Auction.com,No,5.81,17.17,Job Transfer,,David Thompson
Closed,Pend,MLS,,10.46,15.48,Investor Sale,No,Priya Sharma
New,Close,Opendoor,Yes,5.7,7.54,,,Jason Miller
Offered,Cancelled,Internal,,11.51,6.48,Downsizing,No,Jessica Lin
Offered,Pend,Bulk,No,9.42,7.48,Downsizing,Yes,Emily Patel
 ,Close,MLS,No,11.46,15.9,,No,Luis Garcia
Null,Pending,MLS,No,10.62,6.63,Investor Sale,No,Luis Garcia
Closed,Available,Opendoor,,3.24,5.33,,Yes,Samantha Pierce
 ,Close,Broker,,6.59,7.33,Downsizing,,Jason Miller
 ,Available,Broker,Yes,3.57,18.31,Downsizing,Yes,Samantha Pierce
Reviewed,Cancelled,Bulk,No,4.07,11.22,,,Amit Kumar
Offered,Closed,M L S,No,6.07,13.43,Investor Sale,No,Luis Garcia
Offered,Available,Broker,Yes,7.57,16.83,Job Transfer,No,Amit Kumar
Null,Pend,Internal,No,7.73,19.03,Job Transfer,No,Sophia Williams
New,Cancelled,MLS,,10.98,8.92,Job Transfer,No,Luis Garcia
Cancelled,Closed,M L S,Yes,3.76,6.03,Investor Sale,Yes,Michael Chen
Cancelled,Close,Broker,No,7.07,6.25,Investor Sale,No,Jessica Lin
Reviewed,Kick,Internal,,11.74,10.55,Investor Sale,,Sophia Williams
Offered,Always Kick,Opendoor,,7.5,18.66,Job Transfer,Yes,Amit Kumar
Cancelled,Pending,Broker,,8.69,6.91,,,Emily Patel
Cancelled,Pending,Bulk,Yes,9.24,16.65,Job Transfer,No,Amit Kumar
Reviewed,Always Kick,Bulk,Yes,7.88,5.09,Investor Sale,No,David Thompson
Closed,Pending,M L S,,5.75,12.66,,,Priya Sharma
Null,Available,M L S,No,4.78,10.01,Downsizing,,Samantha Pierce
Offered, ,Auction.com,,6.29,19.28,Downsizing,No,Michael Chen
Offered,Pend,MLS,,9.89,11.56,Investor Sale,Yes,Jessica Lin
 ,Kick,Bulk,No,8.42,6.92,,No,Michael Chen
Accepted Offer,Cancelled,MLS,No,4.98,12.52,Investor Sale,,Priya Sharma
 ,Pend,Internal,Yes,11.53,5.56,,,Emily Patel
Offered,Available,M L S,Yes,4.45,5.45,,No,David Thompson
Reviewed,Kick,Internal,Yes,7.76,18.65,Downsizing,,Emily Patel
Cancelled,Always Kick,MLS,,7.83,7.15,,Yes,Jessica Lin
Reviewed,Close,MLS,No,8.07,6.22,Investor Sale,Yes,Luis Garcia
Null,Pend,Auction.com,No,6.42,15.0,Investor Sale,Yes,Luis Garcia
Reviewed,Pend,MLS,No,7.63,5.71,Investor Sale,,Priya Sharma
Reviewed, ,Auction.com,,5.58,12.79,Job Transfer,,Jason Miller
Accepted Offer,Pend,Auction.com,Yes,6.77,9.17,Downsizing,,Amit Kumar
Accepted Offer,Always Kick,Internal,Yes,3.53,5.65,Job Transfer,No,Sophia Williams
New, ,Auction.com,,7.89,9.35,,,Amit Kumar
Cancelled,Pend,Bulk,,10.7,6.88,Downsizing,Yes,Priya Sharma
Null,Closed,Auction.com,Yes,10.8,16.61,Job Transfer,Yes,David Thompson
Closed,Cancelled,Auction.com,Yes,4.5,19.06,Job Transfer,,Jessica Lin
Offered,Closed,Internal,,4.57,15.33,Job Transfer,No,Sophia Williams
Closed,Cancelled,Internal,,5.66,15.77,,No,Luis Garcia
Accepted Offer,Cancelled,Opendoor,No,8.79,8.85,Downsizing,No,Amit Kumar
 ,Kick,MLS,No,6.7,17.28,Downsizing,,Jason Miller
Offered,Pend,Opendoor,Yes,7.08,7.81,Job Transfer,,Michael Chen
