Previous_Rent,List_Price,Zestimate,ARV,Expected_Rent,Rent_Zestimate,Low_FMR,High_FMR,Redfin_Value
1706,424158,271073,392021,3426,2479,883,1130,571667
884,145210,475085,195766,1694,1069,864,3369,361345
3172,155340,458462,116672,1113,2584,1526,2855,228548
1543,142470,228109,290512,1548,2390,1747,2977,465126
2290,328564,440692,253949,3193,3004,1581,2401,500450
1024,469515,393954,497058,3270,3747,1434,2119,326567
883,445360,444090,98173,2541,3188,703,1194,356164
1485,146601,218773,152382,3187,3871,1822,1136,508146
1539,403525,394773,273396,3413,3756,1960,1210,313041
2980,266838,270952,209785,2819,2227,1740,2087,360395
2941,476841,344921,557184,1103,3866,709,1633,247952
2581,473798,336304,572879,2874,3975,760,1552,435900
1019,486182,253998,458669,2634,2587,1818,2630,166420
2946,275843,398234,365468,3485,1600,1026,3021,362069
1806,491809,349232,451452,2928,1505,1151,3419,275217
991,472593,504880,233580,2898,2285,1508,2343,575025
2752,432968,232162,117481,2932,1040,1199,3106,429265
1222,274180,144944,545808,2737,3256,828,1893,395354
1735,449226,289564,252558,1676,2067,905,3002,455269
1214,228579,132339,585519,1377,3405,1453,2479,277490
3235,486511,165614,208568,2169,3062,1263,1334,475933
1835,307621,167048,145319,1190,2829,1744,1301,315984
1731,418541,415843,144326,2285,2672,1580,3500,241618
1598,285530,370100,591422,1268,3806,1626,2801,276686
3088,426155,247578,229531,1030,3541,1728,2063,283497
3100,126777,397638,405578,2417,3938,897,1406,199476
3461,457835,422488,574597,2943,2107,1053,3484,415314
1863,287644,322869,457169,3494,1052,1353,2175,428973
1929,126978,536331,454172,2772,3702,1125,3416,317453
3153,407621,253907,296777,1082,1911,2000,1878,416800
1014,338375,512834,384762,2780,1150,1675,2696,538397
3214,419390,461380,332305,3472,3321,974,2708,575600
2332,117438,547287,520765,3049,2790,1936,1459,116881
1748,117831,266127,454186,1338,1888,703,3077,228590
1289,327897,240877,518362,2290,1566,1771,1816,153289
3388,131300,506338,551712,3297,1320,743,3284,465967
2871,179618,152871,515609,1395,2392,1499,3353,436563
1144,376702,184559,412505,2638,1545,772,1389,312155
3139,136336,505667,546757,3413,3246,1164,1596,135508
2566,485556,304784,233820,1583,2991,1723,1431,248427
1182,432810,174481,326740,1569,2721,1128,2695,522354
1523,145452,260801,227801,2248,3589,1450,2626,372652
2505,136267,180446,348702,1157,2498,876,1293,405891
2672,428390,489635,408111,2983,3629,1515,3337,437595
1145,109173,223812,502582,2290,1627,1042,3234,131127
2336,382084,297652,121964,2019,1816,1854,2716,562621
2882,99748,420592,555614,3062,2192,999,3332,92191
1650,398769,446554,173650,1622,1768,1174,3109,389292
2425,234089,368771,354003,2993,2297,1067,3031,393010
3130,416290,317049,188260,1680,2628,1422,1631,110763
922,216227,521353,160649,2874,3365,1756,2895,523337
2619,279574,273014,293238,1166,2249,1163,3119,414834
2799,133023,486774,303387,3223,977,1836,3477,145338
2966,183521,458479,307854,3395,1751,1897,1528,363066
2949,353697,364372,120881,958,3021,1054,2049,94717
3200,118260,520458,336197,3027,3340,853,3302,431953
2137,238776,158142,419015,3465,1508,1941,2598,272118
2911,271696,244831,534746,967,2847,1784,1648,122790
3016,437634,326811,317187,1315,3041,1415,1421,233147
2383,282437,375771,386861,1496,3293,1555,2988,446906
1651,498154,544155,449333,3463,1058,1149,1549,502989
1510,236602,259917,386869,1439,2851,1274,1168,597639
2011,350204,119823,584945,3287,1719,799,1631,379550
1771,458092,125506,550887,3054,2324,1907,1378,159415
1967,97833,292234,428007,3152,2730,1119,2082,527864
1345,234948,431146,386181,2643,1671,779,1952,410836
1111,479105,279947,292029,1550,2194,1666,2797,548201
1725,191890,471664,133700,1196,2261,1307,2190,227064
868,437186,369878,121768,3451,909,1142,3485,268333
2427,390786,409216,102470,2343,1382,1863,1127,93722
2496,215906,238933,507782,3067,1012,1102,1734,294256
2354,437759,157418,154522,3269,3707,1835,2075,467687
1861,325596,98731,92614,1238,3324,792,1808,394168
2237,440721,317139,118309,2166,3705,1859,2668,522358
2361,239172,505036,302918,2037,2745,1292,2842,168464
946,423086,422436,581446,1052,1813,1551,2116,130201
3184,281644,166366,174905,3455,1682,1800,2235,389875
847,373920,531411,220274,1117,1138,1314,2984,383221
3438,323702,99000,335246,1578,2904,1286,1811,215152
2024,157436,370873,483992,1117,2957,935,1326,403207
2813,195979,169653,246694,2849,1434,1549,1496,594004
1642,363039,305427,378735,3257,2827,709,1426,371989
2113,144231,269564,178309,1408,2127,1603,3457,165551
3144,285202,411618,373270,1862,1698,1615,3354,307645
3384,273481,226095,320309,2555,2952,1844,3024,280227
3291,167583,144139,459653,2322,2350,1793,3154,564564
1005,423245,299628,233425,1662,2570,1692,2367,420387
1398,453429,401697,501814,1009,3486,1915,3326,209208
1205,373330,237344,441919,2426,1751,865,1811,589423
1818,483768,516884,296205,2859,1032,1696,1301,297274
2187,305338,364158,289976,3469,2248,1498,3074,517564
3363,209579,384809,281126,3072,1848,1943,1215,161483
2236,457034,123052,523101,1857,2450,1902,2914,123656
3433,128521,486106,194724,1029,1587,1546,2881,508504
3270,279622,308912,481218,1279,1863,1557,3016,530105
2387,126231,340175,110781,3158,2217,1388,3146,557748
1047,427505,103375,377152,1591,1341,1958,2314,322029
1689,351523,290446,309688,2798,2567,935,1674,342953
817,175153,122949,372973,3157,3844,1705,2778,98197
3163,273409,484790,294221,2585,1173,1003,2071,357071
2759,191465,282315,573116,3283,2730,1191,1675,425091
1676,317164,170657,233620,2590,2162,1343,2927,284381
2567,230211,196379,486166,2656,2160,1086,1400,112950
1553,233324,380158,294142,1263,3002,1084,3183,496095
2602,463843,201049,104694,1328,3151,809,2251,445494
1018,319812,125337,455115,2705,2574,1943,3318,400653
2725,482764,125303,233130,2053,2199,1393,2956,333214
3044,403576,404272,103302,2811,2691,1008,2208,589530
998,461014,235704,311439,2429,3160,869,2646,122293
1934,358260,427590,377573,3062,1484,960,2087,144389
1889,298351,189193,516441,2398,3762,959,2106,276583
2530,276694,147378,188227,1185,2782,1082,2604,575064
1371,374590,259588,462865,2928,2186,1897,1683,186916
1178,259433,170931,529148,3495,3127,970,3253,219959
2461,320708,151695,116953,1767,3933,1400,1894,563419
1003,287284,474594,442866,2648,1445,1743,3276,273666
2763,421418,452025,436533,2982,2591,1616,2189,535619
907,410825,433388,422537,1524,1584,1220,3251,432489
1311,139269,208061,349992,1157,3300,1020,3065,579292
2821,93849,500590,367572,2689,2378,1557,1878,176352
2429,298594,436424,301811,1670,1446,1384,1351,524673
1605,437916,194277,282126,3092,3064,1970,1231,578550
1373,324603,145067,493502,1392,3346,1508,2793,570421
2743,216272,210868,579666,1411,1320,1984,1699,387526
1077,324676,405591,210718,1172,3959,1518,2172,124502
2327,211674,463515,494522,3270,2926,1010,2898,422578
980,489391,407326,328715,1243,2777,1682,2304,362409
2685,221277,118533,474300,1768,1785,1157,3002,288288
1242,163658,483415,318443,1789,3381,798,2651,177415
2429,92081,358537,392297,1028,1292,1026,3231,164727
2888,238024,264828,306138,3038,998,1877,1469,418092
1445,480057,422388,231416,1287,3727,827,2526,431516
3323,167232,171090,417050,2362,2008,1839,2648,208149
1973,120835,264071,446075,2258,3812,1741,2748,166004
3223,197814,229088,241863,1183,1095,989,2310,405329
826,362433,158900,288709,3106,3364,1031,3391,422484
3203,471213,500662,499023,3392,1893,1755,1729,381751
1961,444651,400319,449098,2153,2697,1213,1866,491779
3058,210381,175040,569386,1075,3484,1252,2801,364962
3479,301737,446502,382477,3137,3598,1667,1896,455018
2170,202150,434730,141465,2955,3406,1747,1736,539673
1990,424091,274769,267314,1594,2052,1545,2834,539114
2481,360089,510087,497549,1055,1152,748,2270,143906
2989,451542,546412,195541,1772,1840,982,3478,433527
1751,204103,253500,196005,2992,3342,1249,3348,546543
3486,366356,343516,501382,3167,1982,1669,2001,415283
2847,113689,202349,151330,920,3261,1519,2086,546581
2954,175685,182177,307351,1088,2444,874,3160,197416
1201,341692,377997,115213,1948,2941,715,1126,346096
1705,264049,287949,541906,1492,3714,1321,3040,491701
3006,327984,320353,259300,2568,1904,1175,1915,429835
3339,355820,379426,451661,1785,2128,892,2299,173729
2555,268994,534872,283290,3173,991,1506,3046,195090
2389,150383,362960,222316,1639,3623,1599,1800,189742
1141,314851,476493,564448,2199,904,1591,1984,95696
2354,458229,375294,171550,3464,2431,1334,1922,214607
1547,428465,395471,586057,911,3693,1760,1431,244794
2368,340896,156997,565387,1814,1975,1125,1340,377520
1964,161695,409828,560174,1517,1354,1769,2668,358118
3192,162999,282733,220663,2542,1967,1907,2431,243569
3123,311844,419692,278837,2426,2466,1696,3455,435517
2897,293441,421534,426192,2364,3508,789,2949,386780
1845,171304,282358,434685,1428,2966,734,1539,171299
3009,452503,250724,594567,2778,2286,1330,2030,537645
1747,336530,158524,99539,2983,2682,1627,1882,152627
1545,182185,308478,499910,1237,2777,703,1247,491625
1278,479253,390874,207926,3016,1855,1663,1395,117871
1297,153502,491622,266454,1510,3594,886,1568,278657
2531,289549,504410,158990,969,2782,844,1146,247349
3300,464318,355349,535263,2755,2868,1434,3413,362816
1491,443070,303603,327349,2153,1027,1931,1134,219929
2801,411047,332540,112465,1421,1262,1125,1701,210255
1840,466717,524461,130133,1241,3835,960,3191,580853
858,259829,303472,445867,1203,3036,1576,2758,192495
2702,487589,421333,104483,2020,2699,1109,2619,285828
2626,447777,113233,340088,1103,1763,1525,1872,123055
2883,175907,411289,564856,2853,2387,1280,2517,206447
3193,160951,529848,123604,912,1996,728,3130,399979
2507,400886,530233,264197,3144,2136,1776,3496,367431
1349,435723,130727,306035,3263,982,1251,3384,473447
2958,215032,209698,419197,3103,3395,1886,2508,235238
2889,350604,301319,177547,908,3031,1519,2414,94270
939,396138,224939,524740,2418,912,1791,3271,538840
2899,332577,276110,293098,2614,3785,1238,2893,559531
2780,281931,290907,224675,1954,1695,1108,1851,177625
2467,451262,320370,591644,2460,1989,1700,2486,480847
1816,167298,431476,471260,1340,2452,1378,2836,368634
2417,297493,527134,320360,1115,1796,1706,2063,200182
2693,144566,210177,201270,1320,2007,1490,2746,91415
1451,119057,266825,407971,1323,1690,1972,1874,444972
1274,112279,475900,282653,1001,2256,1113,2755,572763
2105,94953,404974,282587,2291,1796,778,1297,479954
1173,326680,101959,480983,1283,1042,1918,1307,172229
1600,385311,310186,273655,1267,3681,716,3074,455206
3010,378295,273815,513583,3390,2280,1386,2754,178933
2786,390133,114982,228711,2205,1024,1458,1777,387273
2251,189470,285658,202947,2112,1712,965,1865,293556
1019,366996,271283,199363,3430,1706,815,3043,563315
3001,390090,93615,130137,2862,1098,1991,3226,533525
2682,443804,254121,338656,2605,3462,1118,3336,451838
1130,186716,92836,253969,3128,3820,1214,1189,274562
2944,257083,443357,443380,2560,3051,1620,1524,144863
3104,361737,235701,597193,3396,1359,1996,1689,460789
2731,143436,276213,445109,2524,1191,1421,2915,518868
1080,127551,534755,257886,3218,3964,1900,1570,562588
1410,127209,471892,402005,2725,2310,1124,3077,111739
967,203460,279416,470171,1916,2805,1001,1819,434878
2363,94127,169877,191422,2206,3619,1592,2808,555797
1565,129329,493820,480437,2036,2969,1634,3106,399748
2742,412630,127632,392469,2019,2376,1615,3414,171289
2316,414949,408898,521045,1075,3768,711,2313,202468
3051,136229,235945,168446,1688,2713,1530,1701,280134
2051,355056,364435,316880,3292,910,1711,1348,302595
2673,459202,310555,453841,2772,3499,1306,3422,385355
1012,486640,258455,406840,2470,2405,789,2775,240457
1037,176036,503022,584451,3394,1605,1655,3398,574635
866,101018,258958,341235,2727,3847,1387,2616,446518
1976,175552,189040,451932,3397,3375,1116,2112,449586
2709,422810,499408,501283,2492,3955,1099,3212,186024
2240,124000,526828,390544,1606,1846,1859,2417,490625
2675,413250,106224,266672,1955,2794,1325,1743,183182
3083,408708,415586,355095,2169,2655,1425,1271,403800
3486,165751,443155,315721,3281,2629,1210,2311,372628
1639,293818,257582,339841,1945,2759,1901,3117,274802
1661,490898,352815,466682,1497,1139,1564,2154,103431
2105,90921,532700,226322,1191,3229,1029,3006,368628
2255,166825,170840,309865,1519,2236,1034,2925,487712
1165,203483,167890,249883,1010,1449,1616,1542,450203
2522,339997,538646,135449,2286,3641,1753,3249,497440
1547,113869,296260,209603,2358,3919,1985,2553,101136
2389,494506,146956,256811,2806,2468,1171,3138,185833
2032,240688,442709,355432,1222,2513,1429,3075,589598
2402,242125,198212,423285,3347,918,1437,3252,137489
1114,214139,296018,432237,1389,3189,1456,2129,468084
2153,256484,190085,295501,3394,1676,1117,3234,464494
1658,284852,105612,435412,1835,2981,1859,1582,150316
2991,378164,544656,269377,1070,1643,999,2088,265695
1108,92718,183513,529183,2608,1045,1621,2464,223872
2644,100045,428115,282695,2251,3327,1791,1606,486863
954,294224,256063,401202,1056,3316,1394,2779,93408
2689,172736,338316,398414,1527,2251,1236,2787,297793
2882,455067,433634,436065,1617,2004,1939,3084,449837
1111,395354,370157,227073,1953,3584,1073,1859,375627
3058,279396,211885,304039,1388,1189,1623,3087,96657
2032,114841,192478,478169,1874,2315,1781,3036,345752
2885,438171,524285,429941,2827,2277,1508,2809,267232
3393,419805,386723,139751,1155,3650,1651,2947,511873
2807,270050,252790,99531,2554,2611,1719,1211,109512
3035,480804,220238,478721,1873,1043,1087,3452,389282
2144,243227,222879,594641,2258,3925,775,2388,284736
2469,95871,308610,416728,2391,997,1689,3266,153126
1442,242932,301084,393168,2508,2279,1072,3064,292382
1551,235976,260251,350572,1582,3174,1028,1361,389425
3068,222229,511478,255572,2879,2512,1894,2328,151677
3224,172458,278290,110732,2664,1114,952,2281,574921
2149,198214,181744,552064,2686,1220,1525,1500,387333
1712,404474,443795,506018,1643,901,1196,2404,261411
2421,357636,387138,226712,2901,3061,1969,2788,196378
2750,165905,270040,183354,982,3915,1817,1574,219743
2497,171009,413131,496126,1065,1747,1370,2911,421439
2737,433093,190376,144163,1265,1758,1891,2148,371853
1335,270198,378222,167193,2234,2187,1267,1976,432515
2973,311663,98823,180888,1718,3620,1506,3438,187163
1144,130758,195768,543881,1584,3195,1917,1641,523813
1622,208317,239007,361572,2593,1104,1305,2858,487284
884,413590,157246,333857,1521,3488,1450,2832,183383
2614,396646,302014,377458,3321,2084,839,2932,579905
2947,234032,196004,524196,2604,3226,935,3005,321851
2364,465588,149350,564081,2780,3195,1087,3099,166432
2291,415650,272570,553345,1989,3660,1297,1984,497770
2191,302229,258892,182565,2610,3620,1594,3495,434239
912,411533,441751,91371,3336,2394,1588,2358,271336
1422,240437,158163,333431,1901,2877,1542,1689,417333
1058,314913,177434,355416,2962,1567,893,3242,430266
1586,397413,441789,249496,2587,3890,1691,1430,527613
1213,301150,175612,100122,3106,1205,1857,2414,529415
2900,192869,436297,193995,2275,2561,1763,1461,159613
3239,492542,549647,107972,1534,2324,908,1117,493483
2007,304915,440525,285089,2544,1018,1947,3339,498490
2993,242254,484576,471105,1229,1712,1890,2213,108427
3029,162751,498652,102613,2720,2833,900,1763,537579
2475,263789,131247,448651,3244,1284,1469,3173,181935
2821,279950,499402,196265,3300,3666,1819,3214,538174
3354,116883,110263,390126,3352,1173,1806,2492,587501
962,232810,534514,234073,1746,3079,1834,2195,326014
3331,93119,188724,445778,3147,1901,1626,2880,471873
1765,349072,337122,149395,1267,2124,1261,2023,168421
3436,92865,152186,224046,2493,2690,727,1500,207303
2120,205637,192916,496377,1551,2692,1412,2297,518228
1706,454060,229910,303296,1316,1080,1018,2109,541992
1916,486330,442657,488153,1634,3397,764,2942,95289
1596,215351,373642,533058,1099,1264,1646,2903,403984
2546,163173,329723,407226,1496,3389,915,2544,523220
2059,424095,180544,573486,1432,2433,1799,1357,515663
2343,487637,261530,265858,1797,1072,1183,3179,599173
2876,283298,209112,533744,2553,2445,833,1575,102974
1885,435794,196743,367049,2423,3526,1420,1952,399444
3213,357225,264903,434198,2991,2233,1387,1110,282176
2534,206221,230036,218864,1406,3581,1559,1606,181193
2357,299230,258105,182698,2766,3772,891,3314,283300
1928,128670,158435,578288,2124,3278,1008,2274,158482
2737,478494,542746,160428,3153,2996,1902,3185,508728
3019,369710,113609,124638,2667,2506,1155,3277,266304
1899,233827,203061,505029,2517,3924,1919,2688,204369
2692,284588,344689,587307,959,1884,1289,2146,373175
1057,432785,111700,591190,2589,2692,713,3218,225089
2346,352672,428518,296725,1744,2930,1753,2444,559065
1253,320831,400559,361250,2781,2952,1988,1530,587705
1239,403657,148455,153010,2529,2332,1330,2743,544922
1532,299359,502013,183299,2653,1520,1521,2837,353298
1428,270764,350476,469489,3426,3183,716,1290,328003
2251,327700,205901,374301,3233,1460,1296,1908,280269
2997,157355,336166,93395,3271,1530,770,1512,576843
1269,273460,358666,478292,3399,2143,1849,2523,423321
3119,413049,465115,405156,1218,2863,1694,2932,558054
2927,101129,232265,171316,3246,1881,1131,1623,574141
3257,318176,353814,314221,2285,1923,965,2070,268630
3495,492139,293002,463616,1781,2521,1181,2525,282243
2093,464036,405538,341963,3442,2871,985,2045,414487
2995,493145,374307,454953,1357,3371,1802,1828,517499
987,357937,388468,479340,3364,2722,1732,3173,236265
1683,206429,378214,581974,1463,3329,1763,2789,458377
2370,185616,407520,485726,2571,974,1129,2757,148824
2748,211952,105373,518887,1684,3599,1737,3129,508248
1556,140833,370675,416432,1708,1817,1632,2673,552691
2369,405813,401295,361156,2603,1191,876,1969,437112
2866,196241,469695,562226,3135,3359,1518,3196,367077
3138,492453,225491,357020,2411,3708,1875,1153,323786
2477,171494,126163,428955,1200,2659,788,3474,517144
2114,412049,106678,308264,1236,3443,1347,3063,364565
1395,496816,326531,551178,2887,2936,1486,1966,543947
1659,307910,425723,485424,2004,1803,1000,2933,309330
2305,256379,297858,315729,2736,2669,1693,1705,588022
2336,103840,187193,169076,1067,3609,1735,2027,225113
