Underwriting_Rehab,Rehab_Calculation,Paint,Flooring_Flag,Foundation_Flag,Roof_Flag,HVAC_Flag,Kitchen_Flag,Bathroom_Flag,Appliances_Flag,Windows_Flag,Landscaping_Flag,Trashout_Flag
97976,63733,1,0,,1,0,1,,1,0,,0
54511,73655,1,0,0,,1,,1,1,1,,1
51964,91486,1,0,0,0,0,,,1,1,0,1
69920,79865,0,1,0,0,,,1,,1,1,0
49732,30104,0,1,,0,1,0,0,,0,0,
75676,47679,1,0,,1,0,1,0,,0,1,
97367,98302,1,0,0,,,,1,0,,,
6237,27352,1,0,1,0,0,,,1,1,0,
54784,48121,,,,1,,1,0,0,1,0,
29122,22050,,1,,,0,0,0,,1,1,1
66250,56335,0,,0,1,,0,,0,0,1,
62290,53375,1,0,,1,1,,,0,,,0
78683,7580,1,0,1,,1,0,0,1,,1,1
71442,96383,,1,1,1,,1,,0,0,0,
81287,81914,1,,1,0,0,1,,,,0,
75629,15364,,1,1,0,1,,1,1,1,,1
19565,50838,0,1,,,0,,1,1,0,0,
3264,31545,,1,0,,,,0,,1,0,
73579,99199,1,0,1,1,1,1,0,,1,,1
67772,9205,,0,,1,,1,,1,1,,
50018,9399,1,,,0,1,1,,0,,1,0
57346,51219,,,1,0,,1,1,,0,,
1485,50723,,0,0,1,1,1,1,0,1,,1
76323,9055,1,,0,1,1,,0,0,0,0,1
7975,6778,,0,0,1,0,0,1,,0,,1
68293,78134,0,0,0,,0,0,0,1,,1,
59564,53981,1,1,,0,0,0,,,1,1,1
55759,88461,1,0,1,1,0,0,,0,,0,0
93623,93851,1,,,1,0,0,1,1,,1,
81613,23665,1,0,1,1,,,1,1,0,,0
56934,339,1,0,1,1,,0,0,1,0,0,0
85348,62845,,1,,1,,0,,1,0,,1
61916,87434,,0,0,,0,0,0,,,0,0
76351,11867,,0,,0,1,0,1,,,,
3517,82425,1,0,0,1,0,,0,0,,0,
67338,75521,,1,0,0,0,1,0,1,1,0,0
32246,81071,,1,,0,1,,0,,1,0,
28140,9860,1,1,0,,,1,,1,,0,0
46383,16757,,0,1,,0,1,0,0,1,,0
49118,84985,1,,1,0,,,1,0,0,,0
55562,66234,1,0,1,0,1,1,,,,0,1
16614,47642,,1,0,0,1,,0,0,0,1,0
59550,13809,1,1,0,,0,1,0,1,0,,
89782,76555,,0,,0,0,0,,0,,0,1
71932,41720,,0,1,0,1,,1,1,,,0
45431,51591,0,,0,0,,0,1,1,,0,0
70669,60278,,0,1,0,,1,0,1,0,,1
67364,1186,,0,1,1,0,1,,,,,0
91294,78364,0,1,,,,1,,,,1,
26948,43273,1,0,0,0,0,,,,,,1
34016,36799,1,,0,,,1,1,0,1,0,
89748,96158,,1,0,1,,0,1,1,0,,
78472,70668,0,1,0,0,1,1,,1,,1,1
1806,93031,1,,0,0,1,1,1,0,1,0,1
61789,93030,0,,0,1,1,1,1,0,,0,0
34698,41829,1,1,1,,1,1,,,0,1,
89564,62541,1,,0,0,1,0,0,0,,,1
86714,14853,,1,0,1,0,,1,0,0,0,
96696,4400,0,1,1,1,0,,0,,1,0,0
42849,74504,1,1,1,0,0,1,0,0,1,1,0
34717,25863,1,0,,0,1,,,1,,,
91114,69690,,1,0,1,1,1,0,,1,,
39696,25228,1,0,,,,1,1,0,1,1,0
2652,61618,,,1,1,,0,1,,1,,0
44331,75130,0,,0,,1,,,1,1,1,0
29414,72921,,,,,0,0,1,1,,,1
14125,27483,1,,,1,,1,,1,0,0,1
51162,89887,1,0,,1,,0,1,,0,,
64732,23254,1,0,1,1,0,0,1,,0,,
99361,6471,1,1,1,1,1,0,0,,1,0,0
20012,14630,,1,0,,0,,0,1,,,
71052,72468,0,0,1,1,,1,1,1,0,0,
15086,81266,,1,0,0,1,1,,1,1,,1
91493,49045,0,,,0,,,1,0,1,0,1
2396,526,1,,,0,0,,,,,0,1
5742,38364,,,1,1,1,1,0,1,1,,
72709,48622,,1,1,1,1,0,,0,0,1,0
1373,13586,,,1,1,1,0,1,,,1,
41798,89137,0,1,0,0,1,,1,1,0,,1
97591,754,,0,,,0,1,0,1,0,0,1
90532,56300,1,,,0,,0,0,0,1,0,1
45420,87683,1,0,0,,0,,1,1,0,,0
83758,25856,,,0,1,,,,0,,0,1
38819,13002,0,1,,0,,1,,,1,0,0
27595,59269,,0,,,,0,1,,,0,
44649,54001,1,1,,0,1,,1,,1,,
82956,75160,0,0,0,,0,,0,,,,
94522,10485,,0,,,,0,,0,1,,1
58664,96492,1,,,,,,1,0,1,1,1
76655,54424,0,,0,0,,0,,0,1,0,1
55646,25177,,0,1,0,,1,,1,1,1,0
73157,55881,0,1,1,1,,,,,0,,0
41207,8736,0,1,1,,0,,1,,1,0,
70911,52749,1,1,0,1,,0,,,1,0,0
33226,78419,1,1,0,0,0,,0,0,1,0,1
74451,58696,,1,,1,,0,,,,0,
90817,95849,,,0,,,0,,0,0,,
79419,33659,,1,,,0,1,,0,1,0,0
65746,24612,1,0,0,1,1,,,1,1,0,0
65280,97289,1,0,1,,,1,0,1,0,,1
41913,48290,0,0,1,1,,,1,,,1,0
93507,57098,1,,1,1,,,0,0,,0,
47562,15824,0,1,0,,0,,1,1,,,
5316,97451,1,1,1,0,1,,1,0,0,1,0
50714,46765,0,0,,0,0,,0,0,0,,
9814,56621,0,0,,1,1,,0,1,1,0,1
46044,92412,0,0,1,,1,,0,1,0,,1
25700,52947,,0,0,0,1,0,0,,0,1,1
76510,48190,,0,1,1,0,,,1,1,0,
58219,76331,,,0,,1,1,1,,1,0,
31687,87888,1,0,,0,,1,1,,1,0,
88923,45081,0,1,1,1,,1,,1,0,1,
15922,83291,1,0,,,0,0,,1,,1,
19329,97352,1,1,1,1,,1,0,1,1,0,1
10213,60549,0,0,,0,,0,,0,0,,0
17905,39658,0,,1,,0,1,,,,1,
29633,91561,1,0,1,1,1,1,1,,1,,1
31112,16271,0,1,1,,,1,0,1,,0,1
50172,54784,1,1,,1,0,1,0,0,1,1,0
38149,39276,,1,,,0,,0,1,,0,0
63380,72082,,1,1,0,1,1,,,,1,
11666,98533,0,0,1,1,1,0,1,,0,,0
94259,93666,,0,,1,,1,0,0,,1,
32931,67613,1,0,,,0,,0,0,1,0,
2179,63022,,0,0,0,1,0,0,0,,1,0
17421,22479,,,1,,0,,1,1,0,0,1
99554,69621,1,1,1,1,0,0,0,0,0,0,0
27266,83134,,0,0,1,,,1,1,0,0,0
36910,9157,,,1,1,0,,0,0,1,,0
78259,36151,0,,0,0,,0,1,0,0,1,
94930,30309,1,,,1,,0,0,1,0,,1
38600,52715,0,0,1,,,0,0,,0,,0
49598,26744,,,1,1,,1,0,0,0,1,0
11835,11704,0,1,1,1,,1,,1,1,0,0
36395,58059,,,,0,,,,1,0,0,
56502,40134,1,,,0,,,1,,0,0,
56384,52233,0,,,,0,1,1,,0,,
62416,69772,0,1,,,1,,,1,1,1,1
43172,63804,0,0,0,1,0,0,0,1,,,
77051,23447,1,,0,1,,1,0,,0,,
25566,32255,0,,0,0,0,,1,1,0,,1
29458,27644,1,,1,1,,0,,,0,,
48299,28457,1,0,,1,0,1,,1,1,,1
55102,22320,,0,1,,,1,0,,0,1,1
80513,71727,,0,,,0,1,,1,1,0,1
73600,16203,,0,1,0,,1,,0,1,0,
19520,44771,0,1,1,1,1,0,,1,1,,0
84079,65140,,0,,,0,,0,0,,1,1
57317,31441,0,0,,,,0,,1,,1,0
46605,28220,0,1,,,,1,1,0,,0,1
39096,81873,0,,0,0,0,1,1,1,0,0,1
74758,19444,0,1,1,1,,1,,1,1,1,1
50976,48140,1,,1,0,0,0,0,0,0,,0
34601,11044,1,0,,,,1,1,0,,,1
83102,45939,0,1,1,,1,1,0,,0,,
4917,90657,,1,0,0,1,,1,0,,1,
49202,46401,,1,1,0,0,0,0,1,1,0,0
84473,83021,,1,,1,0,1,1,1,0,,
95688,57269,,0,,0,0,1,,,,0,
69576,80618,0,0,1,1,0,0,1,,1,,
13014,40980,0,,1,1,0,0,1,0,0,1,1
3421,59190,,,1,1,,1,,,1,,0
19764,53887,1,1,0,1,,1,0,,,,
48304,95641,1,,,,1,1,,,,0,1
99462,47520,0,,,0,1,1,0,1,1,1,
75551,19871,0,1,1,,,,,,,0,1
70336,92166,0,0,,1,0,1,1,1,1,,0
32250,1485,,0,1,1,1,1,1,1,1,0,0
71757,49489,0,1,1,0,,,0,0,1,1,1
46300,71870,0,,0,1,,,1,,1,0,0
68638,85520,0,0,0,1,,0,0,1,0,0,
31999,44310,,,0,0,,,1,0,0,,1
51579,26513,1,1,,0,,,1,,0,1,0
34901,75112,,0,1,,,0,,1,1,1,1
38772,93846,,0,,0,1,1,1,,,,0
31899,8177,0,1,,0,,,1,1,,0,1
33495,12624,0,0,,1,0,0,1,1,,,
6129,67003,0,1,0,,0,1,,1,,,
73345,35712,,0,,1,0,0,1,1,1,,1
50805,58134,1,0,,0,1,0,,,,1,0
53542,63092,0,0,0,,,,0,0,0,,
64533,76874,0,,1,1,1,0,1,0,0,0,0
69806,85315,,1,1,0,1,,1,0,,0,0
54207,29624,,0,0,1,1,,0,,0,0,
6784,94412,,1,,1,1,,,,1,1,
70078,39916,,0,,1,,0,0,,0,,
42938,65465,0,0,1,,,0,,0,,1,1
49114,53150,1,,,,0,,1,1,,,0
40779,80588,1,0,1,0,1,1,0,1,0,,
47079,13286,0,,1,1,,,1,1,1,0,
35013,47743,0,1,0,,0,0,0,1,1,1,0
61283,69070,1,,,0,1,,0,,,1,0
24488,31733,0,,1,1,0,1,1,0,1,0,1
86887,31188,,1,,,,,1,0,,,1
36921,235,0,1,,1,,,,0,0,0,1
47746,53161,1,1,,0,0,,0,1,,0,0
48916,25092,,,,,1,,0,,1,1,0
93808,98748,1,0,,0,1,0,1,0,,,1
3747,56794,1,1,0,1,,0,,1,1,,1
54874,31729,1,0,1,1,,,1,,1,1,1
82050,96257,,,1,1,,1,,1,,1,1
12780,86459,1,1,,,1,1,0,1,,,0
73045,97873,0,1,0,,,,,,1,0,0
59955,45555,,1,1,0,1,1,,1,1,1,1
31658,6985,0,0,0,1,1,1,,1,0,1,0
83674,71104,1,1,1,1,,1,,1,,0,1
51038,83920,1,,,0,,,0,,1,0,0
2066,86030,0,0,0,,1,1,0,,0,,
61815,9093,0,,0,0,,1,0,0,1,1,
2221,34269,,1,0,,1,,1,0,1,1,
37062,20398,0,,0,1,1,1,1,,,,
20390,80547,,,,,0,0,0,,1,0,1
31500,25817,0,1,1,0,0,0,1,0,,,
62884,29871,1,0,1,0,1,0,1,,0,1,0
76587,97573,1,1,,1,,0,,0,0,1,1
42740,13093,,1,1,,1,0,1,0,1,,0
3304,2968,,1,0,,,,1,0,1,0,0
60129,65677,1,,1,,,,,1,1,0,1
21813,98753,0,0,1,0,1,1,1,,1,,1
24075,12021,0,0,,,0,,0,,0,0,1
11795,47035,,,,,1,,,1,0,,0
33008,59875,0,0,,0,,0,0,0,,1,1
79386,36311,0,,0,1,,1,,1,,0,0
6845,32004,1,0,0,,,0,1,1,0,0,
31990,2377,0,,1,0,1,,0,1,1,0,1
6415,93616,0,,,,1,0,0,1,1,0,0
45756,75236,1,0,,0,,1,1,1,1,0,1
47706,56837,0,,1,1,,0,0,0,0,0,
77194,2884,1,,,1,0,0,1,1,1,,1
2039,70154,,1,1,1,0,1,0,,0,0,0
16579,94240,1,0,,,1,0,1,0,0,0,0
77487,5302,1,,,,0,,0,,1,0,1
50574,61944,1,,,0,,,1,0,1,,1
77604,56248,,0,0,0,1,0,0,1,1,1,1
581,89578,0,1,,0,1,,1,,1,,0
48453,17579,1,0,0,,0,,1,1,1,0,1
96289,76713,0,,,,1,1,1,1,0,0,1
91047,22418,,1,1,1,,0,1,1,1,,0
27596,49094,0,0,0,0,1,1,,1,0,,
52997,93811,0,0,1,1,,1,,0,,1,
23374,52164,,1,1,,1,0,,0,,0,0
78660,68493,0,1,,,1,1,0,1,0,0,
96487,32464,1,0,1,,0,0,1,0,1,1,1
51110,14200,1,1,0,,0,0,1,,1,0,0
33333,61808,,,1,1,1,1,1,1,0,,
77109,50838,0,1,1,0,1,,0,0,1,0,0
70888,7040,,,,0,,0,,1,,,0
31046,17835,1,0,0,,1,0,,0,0,1,1
8032,83236,,1,,1,0,1,0,1,,1,0
96229,92528,1,0,0,,1,1,1,,,0,
96189,43239,1,,1,0,1,,,1,,,0
85355,6278,,1,,1,0,0,,1,0,0,0
47139,13156,,,0,0,0,,1,0,,0,1
24701,44757,1,0,1,1,0,,,1,0,1,
69265,56024,,1,1,,1,0,,1,0,1,1
28831,83333,1,1,0,0,0,1,1,1,1,1,
55916,32640,0,1,1,0,1,1,0,0,,,0
11495,51546,,,,1,1,1,1,0,0,0,0
46750,23563,0,0,1,1,,0,1,,0,1,0
69571,85914,1,0,0,1,0,1,0,1,,1,0
8551,94104,0,,1,,0,0,1,,1,,0
2615,58762,1,0,,,0,,1,0,0,0,1
54652,42643,,,0,1,0,,0,0,0,,
16088,27397,1,0,,,0,1,1,,0,,1
35749,12557,1,1,,,,,,1,0,,
72861,27005,0,1,,,1,1,0,,,,
83782,54141,1,1,1,,,1,0,0,1,0,
20327,98274,0,1,1,0,,,1,1,0,,1
12160,85434,,0,0,0,1,,1,1,1,1,1
19547,36896,0,1,1,1,,,,1,,1,1
23207,63874,0,,0,,0,1,,1,1,1,1
25619,72042,,,1,0,0,0,,,1,0,0
1088,14479,0,1,1,0,,1,,,,,
64849,86001,,0,1,1,0,1,,0,1,1,1
22263,74291,1,,,0,1,1,1,1,1,,0
14227,82189,1,1,1,,0,1,,1,,,
68965,43720,1,0,1,,1,0,0,1,1,0,1
647,65865,0,,,1,0,1,0,,1,,0
97076,34163,,1,,,1,1,,0,0,1,1
57531,88810,1,0,1,0,0,,,1,1,0,
98153,18897,0,1,,1,1,1,1,1,,0,1
15855,91711,0,,0,1,,,1,,,,0
18395,2501,0,,0,0,0,0,0,,0,,
75670,47629,0,0,1,1,1,,1,0,1,0,
35882,11215,1,,0,1,0,0,0,0,,0,1
81868,77025,0,1,0,,1,0,0,,1,,
14812,67802,0,1,,0,,,0,0,1,0,0
13355,19185,0,0,1,0,1,,0,0,,1,0
43264,5822,0,0,1,,1,,0,,0,,
85496,3671,0,1,1,1,,1,0,,,0,1
11699,58013,1,0,0,0,0,,,0,0,0,
69498,82793,0,,,,,,,,1,,
75114,45605,1,0,1,0,0,1,,,1,,0
26276,68208,1,0,0,1,0,,,,,0,0
83495,7584,,,1,,,0,1,0,1,1,1
24336,67950,,,1,0,,0,1,,1,,0
41479,23960,0,1,0,0,1,1,0,1,1,0,0
92,99224,1,1,1,,,,,,0,,
61316,11467,,1,,0,,,,,,,1
96752,53048,1,0,0,1,0,1,,0,,0,1
65836,77696,,1,1,,,1,1,0,0,1,0
56812,93520,,1,,1,0,0,1,,,,
50404,12525,0,1,,,0,0,1,0,,0,0
64848,8704,,0,0,1,,,,,0,0,1
87303,99926,,0,0,1,,1,,0,0,0,0
47667,23336,,0,0,0,0,1,,0,0,1,
22334,56107,0,1,1,1,1,,0,0,0,,0
1925,80664,0,1,,,0,0,0,0,,0,1
91957,21089,1,1,,1,0,1,0,0,,,1
1804,52022,1,0,,0,1,,1,,,,
42750,23277,1,1,1,1,,1,0,0,1,0,0
3447,31074,1,0,,0,,1,,,1,,1
32528,61858,,,1,1,1,1,0,0,0,,
91984,37957,1,1,0,0,0,0,1,,1,1,
984,16392,,1,,0,0,0,,0,1,0,1
30756,69467,,1,,0,,1,1,,1,1,0
80549,53205,,1,0,1,1,,1,,,,0
76294,94486,,0,,,0,1,,0,,,0
38957,99324,0,,,1,,0,,,1,0,
21225,88412,1,0,0,0,0,1,0,,,1,0
15263,4463,1,0,,,0,1,0,,,0,1
9609,26590,1,0,0,0,1,0,1,0,,0,1
44674,44363,,1,0,,1,,,0,0,0,1
29494,1045,,1,0,1,1,1,1,,1,1,0
16091,22100,0,0,1,1,,,0,1,0,,
90048,8872,0,0,1,1,0,1,1,,0,0,0
50713,23030,,1,1,0,,1,0,0,0,1,
60309,78365,0,1,1,0,,0,,,0,0,0
20415,58352,0,1,1,1,1,,1,,1,1,0
31515,4090,1,0,0,,,0,1,1,1,,
93932,89803,0,,,,0,,0,0,0,1,
89467,72406,0,1,,1,,0,1,1,,0,0
9347,87178,,0,,1,,0,,1,0,1,1
84976,38814,0,,0,0,1,1,,1,,,0
56504,35444,0,0,1,1,0,0,1,0,,0,0
41097,28761,,0,0,1,1,1,1,0,0,1,
43524,82429,,0,,1,,,1,0,,1,0
23721,57947,0,0,,0,1,1,0,1,,0,0
17690,86920,0,1,1,1,0,0,,1,1,,0
83021,88939,1,1,,,0,,,1,0,0,
12547,10710,,,,,1,,0,,1,1,0
31429,44828,0,0,1,0,1,,0,0,0,0,0
12507,17447,1,,,1,,,,1,1,1,0
54469,66541,0,0,1,,0,1,,0,,,
16003,97218,1,1,,,1,,0,,0,,
59021,59589,1,0,,0,1,1,,0,0,0,0
67676,27967,0,1,,1,,0,1,1,1,,
7662,32356,,1,1,1,,1,0,1,0,0,0
16169,27123,0,,,1,1,1,0,,1,1,1
27312,96241,0,,,,0,,1,,,0,1
90232,30707,,0,0,0,1,0,0,0,0,1,0
12675,63679,0,,0,0,1,1,0,0,1,1,1
77142,73694,0,0,1,,,,,0,1,,0
48071,76716,,,1,1,,1,,0,0,,1
90923,32033,1,1,,,0,0,1,1,0,0,0
6826,59371,,1,0,,0,,1,,0,0,0
88666,10808,,1,,,1,,,0,1,0,
91129,99251,1,0,1,,1,1,,,0,0,1
53121,39142,1,,,,1,1,1,0,,1,
61563,18033,1,0,,0,0,0,1,,1,1,0
86229,4928,1,,1,,,1,0,1,,1,0
56109,36621,,,,1,0,1,,,1,0,1
40357,25240,1,,,1,,1,1,,1,,
38300,71464,1,1,0,0,,1,,1,1,,0
25362,48358,0,1,,1,,1,0,,,0,
75327,88564,0,,1,0,1,1,1,0,,0,
69547,29526,,0,1,1,,,0,1,,1,
45364,42370,0,1,1,,0,1,1,1,1,0,0
33063,86077,,1,1,,,0,,,,,1
3920,62116,0,,,0,0,,1,,1,1,0
93349,17253,0,0,,1,,1,1,1,,,1
77372,63423,,1,1,,0,,0,0,1,,0
40549,56003,1,1,1,1,1,0,1,,0,,1
9057,99460,0,0,0,,0,1,,1,0,0,
8710,80794,1,0,1,1,1,1,0,0,,0,0
84636,1057,1,1,,0,0,,1,,0,,
5893,93777,1,1,1,0,0,,1,0,0,1,
17387,83251,0,1,,,1,,1,,,1,0
5605,87703,1,,0,1,0,,,,0,0,1
85321,5833,,,1,,0,0,0,1,,0,
98724,28304,1,0,0,0,,0,,1,,1,1
29427,91665,,0,,1,1,1,,,,0,0
74309,82314,1,,,0,1,,,0,,1,0
30411,47043,1,0,0,0,0,1,1,0,0,,0
84467,56267,,,0,,1,1,1,0,,0,
63012,53737,1,,1,1,0,1,1,,0,1,0
19444,54810,,0,0,1,0,0,1,0,0,0,0
80726,11544,0,1,0,0,0,1,0,1,0,1,1
73240,20184,,0,0,1,0,1,1,1,0,,0
17913,60616,0,0,1,1,0,1,,1,,,1
52479,97325,0,1,1,1,1,1,1,,,0,
84926,83062,,1,,,0,,1,1,1,0,0
81256,74861,1,0,1,1,0,,0,0,,,1
42130,80363,0,,,,1,1,0,1,0,,
53272,55066,0,0,1,,,1,,0,,1,0
54638,17627,0,,0,,1,0,1,1,,1,
57724,29555,,,1,1,1,0,,,,,
76060,23866,0,0,0,1,1,1,0,,0,1,1
64177,66735,1,1,1,,0,0,1,1,,,1
44949,70112,0,1,0,,0,1,,1,1,0,0
35901,52876,0,1,0,0,1,1,0,,,0,1
19569,15492,0,1,1,1,0,,0,1,,1,0
91806,64030,1,1,,1,,1,1,0,,1,1
85373,65723,0,0,0,,1,,0,,0,,0
68703,46865,0,,1,1,0,0,,1,,,1
77181,94598,,1,1,,,,1,1,1,,
45180,83219,,1,0,0,1,1,,0,1,0,0
75046,76568,1,,0,1,0,0,,1,1,0,
83091,58313,0,0,0,,1,,1,0,1,,0
86859,36224,0,,1,1,1,1,1,0,1,1,1
59786,91677,1,1,,,1,1,1,1,1,0,
90691,65185,1,1,0,,,0,,1,1,,0
5252,33821,,1,0,,,,0,,,1,0
24330,86455,,,1,,,0,,1,,0,1
77392,94846,0,1,1,0,1,1,0,1,1,1,
91716,94337,0,0,,1,1,0,,0,0,,
27309,5211,,,1,1,,,,0,0,1,
25404,99826,1,,,,0,1,,0,0,0,0
51756,59840,0,0,1,,1,,0,0,0,,
46212,98367,1,0,1,,1,0,1,0,,0,1
77379,74073,0,0,0,0,1,0,1,1,1,1,0
86757,26639,,0,,1,0,0,,,,0,1
61485,43795,0,,1,,1,,0,,1,,
18355,23988,0,1,,1,0,0,1,1,1,0,0
24561,1771,1,0,0,1,0,0,1,,0,,
71284,19355,,,,,,,1,,0,,0
31911,24928,1,1,1,1,1,1,,1,,1,0
84205,8552,1,1,1,,1,1,0,0,1,,
96746,48874,,1,,0,0,1,1,,,1,0
72662,97490,,,,1,1,0,,1,,0,
74945,10082,,0,,1,1,,,,,0,
874,44500,1,1,0,1,1,0,1,1,0,0,1
89914,86256,,0,,1,0,1,1,0,0,0,
71807,46351,0,,0,1,0,,0,,1,1,1
74360,29199,,0,0,1,1,0,,0,0,1,0
79973,28357,0,1,,,1,,1,0,,1,
27076,53340,1,,0,1,1,,0,0,1,,0
85307,33577,,1,,1,1,0,0,1,1,1,
28436,98965,,1,0,,1,1,1,1,1,,0
11751,16763,0,,0,1,0,0,0,1,1,,1
44790,4396,0,1,,0,0,1,,,,0,1
28885,63162,,1,0,,,,0,,0,,1
33637,35858,0,,0,1,0,0,0,,1,,1
41799,4495,,,0,0,0,1,1,1,0,1,1
56701,87421,,1,,1,0,0,1,1,1,1,1
80690,6684,,,1,,0,1,1,,,,0
12253,65297,0,0,,0,1,,,0,1,0,1
5160,76589,1,,1,1,,,0,1,1,0,
20925,41719,,0,1,,1,1,0,0,0,0,1
7817,11482,,,,,1,,,0,,0,1
45078,96707,,0,0,1,0,0,,,1,0,1
71833,43548,1,,,0,1,1,1,1,1,0,
81250,26437,,,,0,1,1,1,1,1,,0
49801,65110,0,1,1,,0,1,,1,0,1,
87454,89592,1,,0,,0,1,0,1,,,0
35128,55647,,0,1,,0,1,,1,0,,
29397,19499,0,1,1,,,0,,1,,,1
29099,59198,,,1,0,,,,,,1,1
37669,22510,,1,,,0,1,,,0,1,
80759,92473,0,0,0,1,,,,0,1,0,1
24629,6252,0,,1,0,1,,1,1,0,,
23149,44823,,,1,,1,,0,,,0,1
20056,66429,1,,1,,0,0,0,1,0,1,0
41591,68072,0,1,1,0,1,0,1,,0,1,0
2188,40167,,0,,1,,,1,1,1,,
62587,73762,1,1,,,0,,1,,1,1,0
35876,10447,1,1,1,1,,1,,0,0,1,0
84394,52048,,1,,1,,0,1,1,,0,0
8001,70881,,0,,0,0,0,,,1,0,
6621,98495,1,0,,0,0,,0,1,1,1,0
89118,47308,,,,0,1,1,1,,0,,1
14408,39158,,,0,1,,,1,1,0,0,1
59584,49043,,0,1,,,,0,,1,,1
7506,67734,0,0,1,0,1,,0,0,0,1,1
54439,57438,0,0,,,,0,1,0,,,
2348,81735,0,0,,,0,1,,0,0,1,1
25209,71378,,1,1,,,,,,,,
74719,4452,,1,1,,0,,,1,0,0,1
92075,33456,1,1,0,1,,0,1,0,0,1,1
83654,66340,0,1,,0,,0,1,1,0,1,1
7455,96564,,0,,,1,1,0,0,,0,1
51044,54564,,0,,1,,0,0,0,1,0,
59904,23703,1,1,1,,,,1,,,0,0
29621,890,1,1,,,,0,0,1,1,,0
38546,65809,,1,1,1,0,0,0,0,0,0,1
45302,71005,0,1,0,,1,1,,,1,1,
65057,85648,,0,,0,1,1,1,,,0,
82721,77394,,,1,0,0,1,0,,,,1
15073,28354,0,0,0,0,0,1,0,,0,1,1
69341,82369,1,1,0,1,,,,,,1,
31303,90531,0,,,0,1,0,1,,,0,
36768,4948,,1,,0,1,1,,,0,0,0
24252,76424,,,,1,,0,1,,,1,0
34260,37258,1,1,0,,0,1,,,0,,
59431,1559,,,,,1,1,0,1,0,0,1
82121,15660,1,,1,0,,0,0,,,0,1
19946,29657,0,,0,1,1,0,0,,,1,
57616,75380,0,0,0,0,,1,0,,0,,1
42250,38638,0,0,0,1,0,1,,1,1,0,0
77542,75342,,1,,0,0,1,,1,,0,
76441,17346,,,1,1,0,,,,0,1,1
84548,43644,0,,0,1,,,,,1,0,0
50288,56731,1,0,1,1,,,,,1,1,0
5679,77728,1,0,,,1,0,,0,1,1,
96562,25824,,,1,0,1,1,,0,,,
11547,52869,1,,1,0,1,0,0,1,1,1,1
3794,57873,1,0,1,,0,1,,0,1,0,
75732,43501,,1,0,0,0,1,1,,,0,1
25197,68953,0,1,,0,,1,1,,,1,0
17037,18396,0,1,0,0,,,0,,0,,
20608,98469,1,,0,,1,1,1,1,,,0
38851,77317,,,1,1,0,,,0,1,1,
5553,45257,,,,,0,0,0,0,,,0
59355,29031,1,0,1,1,1,,0,,,1,1
25280,53078,,0,1,0,,0,1,,1,1,1
69933,90459,1,,0,,0,1,1,1,,1,1
7222,60408,1,0,,,0,,1,1,0,0,0
88915,43665,1,1,1,,1,0,1,,1,,0
5212,77517,,1,0,1,,0,0,0,1,1,1
96264,64526,0,1,0,1,,,,,,1,
46840,25815,0,0,0,,0,0,0,1,1,0,1
44902,55146,1,1,,,0,,1,0,,,0
17378,98698,0,,,1,0,,1,,0,,1
13116,83038,0,1,1,,,1,,0,,,0
26143,2345,,,0,,0,1,0,0,1,0,0
50822,59809,0,0,,1,0,0,,,0,,
98097,84380,0,,,0,1,0,1,1,0,0,1
64576,24266,0,,0,,0,1,0,1,,0,
45596,76429,0,0,,,1,,,1,1,0,0
31452,53108,1,0,1,0,0,1,,,0,1,1
77441,84825,0,0,0,,,1,0,0,,,0
45888,1546,0,1,,1,0,,,,,0,
85724,80397,0,,1,1,1,0,,1,1,,
41562,19036,1,,,,1,1,1,,0,1,0
45882,63623,,,0,1,,0,0,,1,0,1
75635,56340,1,,,1,,1,0,,1,0,0
58664,38895,0,1,1,0,,0,1,0,0,1,1
14127,68148,1,,,,,,0,1,1,,
72769,77718,0,,,0,1,,1,0,0,0,
40310,54230,1,,0,1,,,1,,1,1,1
68095,45511,,0,1,1,0,,0,1,0,1,0
49333,86252,0,,0,,1,1,,1,1,,1
80766,33136,,1,0,0,,,1,,1,1,
65856,62516,,,0,1,0,1,0,0,0,0,1
31148,62735,1,0,0,1,0,1,1,0,0,1,
14309,59755,,0,0,,0,0,,1,0,,
67183,97317,1,0,1,0,,1,1,0,1,0,
94199,68539,1,,,,0,0,1,0,0,1,1
36969,25954,0,,0,0,1,,,0,,,1
79856,66707,,0,0,0,1,0,,0,0,,
96034,3820,0,1,,1,1,,,1,,,0
53541,41218,,,,1,,,0,,,0,1
52979,80897,1,0,1,1,,0,,,0,0,
84807,59889,,1,0,1,1,1,,0,0,1,0
53284,58990,1,0,0,0,0,,0,,,,
9701,57870,1,1,0,,1,,,1,,0,0
81500,16867,,1,0,0,,1,0,1,,0,0
830,25503,1,1,0,0,1,0,1,,,0,0
35099,39598,1,1,1,0,,,1,0,1,1,
14165,3409,,1,,0,0,1,,0,1,1,0
17780,8886,,,1,1,,,0,0,,1,0
67971,63539,,,,,,,,0,0,0,0
38901,10370,1,1,0,0,0,0,1,0,0,0,
54467,34033,,,,1,,,1,1,0,,
16997,73292,,1,1,0,,0,1,1,,1,1
15125,73589,,,0,0,0,,,,0,,0
74482,48102,1,0,0,1,1,1,1,1,1,,
25813,47119,0,0,0,1,0,1,0,1,0,0,0
21675,18877,,,0,1,,,,,1,1,1
49793,26048,0,1,0,0,,,1,1,,1,1
